2.824640531922097408e-01,-1.069879798461075504e+00,-7.393180946165375245e-01,-2.162273865601216094e-01,2.327394523746683097e-01,-6.929640467793787284e-01,-6.830895139107653891e-02,5.716956498441956303e-01,-2.495811297596979283e+00,1.730551169227197317e+00,-1.993052010791997120e+00,-1.110960671202432470e+00,1.210322813917061868e+00,-6.013612918597668333e-01,-2.357578706437845339e-01,-2.276558137084796485e+00,3.017336365711640322e-01,-1.538969654760093064e+00,3.925375921072416507e-01,-4.081751737899846355e-01,2.174235629513132928e-01
-1.040477192658330746e-01,8.994648337985708952e-01,-6.961043479052193839e-02,1.601358009710680319e+00,-8.088498746175512566e-02,-1.235312231054591869e+00,-1.341002974538520576e+00,3.126188604773246227e-01,-1.285233042573609596e+00,-2.232699559378123144e+00,1.557830593399937846e-01,9.061682127181456270e-01,-7.167396069677118842e-01,8.788408573953611080e-01,-1.286064894597036101e+00,9.867435048006709675e-01,-1.543303118653220674e+00,-9.687074318772011250e-02,-8.921170245140308541e-01,-1.831056096052494087e-01,-9.126595610064584807e-02
1.411950567631125308e-01,1.022047121933268056e-02,1.847426892657386244e+00,3.514315968105839044e-02,1.533759757843475624e+00,-1.223573846276889698e+00,7.009044512643533009e-01,9.598530983172324227e-01,-2.207377443487707147e+00,1.469174835931744250e+00,-7.035939513714423166e-01,1.814092331212481257e+00,-5.615141500254133833e-01,-1.634118199055764276e+00,-6.667857823493669733e-02,-1.401650178236564515e-01,-1.405464391417073911e+00,6.188965207878457386e-01,-1.156113381728826328e-01,4.856664948345331689e-01,-5.579061168721675124e-01
1.582826985273253217e-01,2.035748686388537954e-01,-6.507225173528601303e-01,3.399655546088073410e-01,9.265453654595374733e-01,4.377337660100550365e-01,5.882175178929130999e-01,-1.363158646645588334e-01,1.146488660178711649e+00,-3.673096929759256946e-01,1.837904200030444635e-01,-3.726719901207134478e-01,9.750127085581926645e-01,1.763787525003128298e+00,1.096411631471468029e+00,9.463042411133431031e-01,9.406426381996131347e-01,5.984915679681216405e-01,-1.145213163626921604e+00,-6.315858535748606339e-01,-1.456758121377643711e+00
2.799475600601302183e-01,6.544012229848700235e-01,2.412545584726375758e-01,1.109025932629509326e+00,1.025885445437794141e+00,4.930779123598011959e-01,-7.836616863785702547e-01,2.890090561566062366e+00,-6.177034640208400873e-01,-5.744136825638062049e-01,6.946199182656155324e-01,6.616798965608233773e-01,-6.662749664208047484e-01,-3.057660367371368149e-01,1.893364527573091705e+00,-4.126062988408258358e-01,-6.083053727632992125e-01,-2.174507459545836241e+00,1.979693300603582840e+00,-1.345632000472715806e+00,-8.883906416700175779e-01
-1.951159857417996246e+00,1.678984469510196087e+00,-4.189779500890105646e-01,-4.015703732216894251e-01,3.279065738418839859e-01,-4.482445610786804369e-01,-1.020283292318164614e+00,-2.939815735547612885e-01,-6.829786291429683631e-01,1.552581053642958786e-01,4.144751704553599758e-01,5.626819593051265445e-01,1.215664073135572926e-01,2.432162981009963407e-02,8.776730790752248490e-01,7.880349397471045902e-01,1.100176940242198365e+00,6.997361465932881719e-02,-1.096836261698689530e+00,1.939422074808513086e-01,2.763723001599169282e-01
-1.558520895866108757e+00,5.059710220318641705e-01,3.581053286392927443e-02,-7.828674938046700227e-01,-2.735995229775557425e-01,-1.003876291402748588e+00,1.129197318807588224e-01,-4.452199541105174574e-01,7.713269431271786436e-01,-1.739015063037709086e-01,1.357427349476450607e+00,-1.637866064838363167e+00,-9.850789649272484461e-01,1.037415515143916611e+00,-1.479282140711394578e-01,-4.882760274822428026e-01,-9.865035397710770759e-01,-1.557806781356668724e-01,1.571251331340308699e+00,-2.087392545005137823e+00,3.998674663242746119e-02
8.513391950272699432e-03,2.978550956451536114e-01,1.406757375510137853e-01,-1.427826798847505296e+00,-6.879730233435521480e-01,7.272400010096519152e-02,-9.586631857067993145e-01,-1.439669085433223028e+00,-5.258401736214222133e-01,-6.809978734037016590e-01,-1.252721210699962208e-02,-5.069639208803519148e-01,1.714768800414626426e+00,-7.282678267722415555e-01,1.026747115040352876e+00,2.114693088011206923e-01,-7.330637715970921009e-02,1.465031362450812669e+00,-5.284122120010689150e-01,1.164686796446578132e+00,6.711503020395834795e-01
1.345666615837196219e-02,-6.796507626725093454e-01,1.121515142883273281e-01,3.410670479759951856e-01,-8.898972758697163421e-01,6.536570787571248653e-01,5.480258004327085430e-01,6.700345181551417006e-01,-1.846062492905788111e-01,-1.179037979301393646e+00,-1.520143838637137979e-01,-5.268460865960494788e-01,7.445834773439755638e-01,-3.416349845675363817e-01,8.900764195527298694e-01,1.713613787622633999e-01,1.151080510307023852e+00,-6.003473965421650682e-01,3.194254615060476699e-01,5.851018745027855017e-01,2.182363768206902144e+00
-7.201584274164869737e-02,1.141069890670969755e+00,3.920222802587201572e-01,-4.657390651908953627e-01,-2.458573552791786021e+00,6.617559192257748135e-01,1.535834282124850514e+00,1.043572123041510924e+00,-5.816646427027372113e-01,8.416151815914304501e-01,1.399199634594355146e+00,3.410553797831611389e-01,1.527207235749613867e-01,1.055605778453263977e+00,-5.185178777794732241e-01,-1.131827772766817786e+00,-3.149955558374021858e-01,-3.090862513396587796e-01,-1.583455934347235416e+00,-8.271268607913861981e-01,-2.888928331939252803e-01
1.432204205290937171e+00,1.684526983499325947e+00,7.166009418182976987e-01,-7.169768114248691315e-01,1.107046055713396093e+00,-1.192844199910081532e-01,-8.444251275880951813e-01,1.179930612710760496e+00,6.771189930032860405e-01,-3.565053426666762726e-01,-1.577640107122671775e+00,4.581374782862724371e-01,6.094918350165632465e-02,1.501968714716687969e-01,-6.546026319016969852e-01,-4.930726925045694764e-01,-7.572274009025719010e-01,1.973818105755650976e+00,1.988128531300384638e-01,3.680789496923939086e-01,-5.792244982610309512e-01
7.797957689697689876e-01,-1.342075363191034820e-01,1.311707881996905911e+00,-2.263449093193775075e-01,-4.459578611164442541e-01,2.713614764579175831e-01,4.533058128118413466e-01,4.955248854530968639e-01,-1.918231356380152963e+00,5.499045939089333146e-01,-8.844175096040440831e-02,-7.067212412539159994e-01,-1.760606663244880021e+00,-3.065131816590298541e-01,2.286982182656009499e+00,7.720128389279242720e-01,4.543068079640956713e-01,9.164300329125067701e-03,-2.599402380920104449e-01,1.239941982478396820e+00,5.050986382982365352e-01
-1.915928907501287803e-01,2.160673260012274666e-01,-1.871067432704827116e+00,4.306422681880623382e-01,-4.369367833968320625e-01,1.181383273449525095e+00,7.000735053827107368e-01,-5.315698578286119635e-02,4.088573441536387798e-01,-1.691626265967343556e+00,-3.624436460664063886e-01,8.073084534130724466e-01,-1.216247488325134407e+00,8.222162893355623448e-01,1.985121749328590646e+00,-7.557623748416549825e-01,1.004712536276219925e+00,4.760314635664453231e-01,-8.783455743880865807e-01,-1.045968665793548968e+00,-6.022827687591063572e-01
-3.903440930804776277e-01,-1.061948316530577779e-01,1.171325631662219591e+00,1.764922398236934975e-01,-3.079097178258239365e-01,-7.944454777661556777e-02,-8.244135434263776263e-01,-9.842572023342981424e-01,-9.886677022320221608e-01,-9.405841552375541204e-01,-1.011754810056756826e+00,9.584777520515024296e-01,-9.966950621068993987e-01,4.952670706917672860e-01,-1.184520138878518147e-01,-1.027971278467196381e+00,-1.311710782093086669e+00,-8.716236049470065250e-01,1.447463613296285034e+00,-2.673461195660956857e+00,1.039539779390228569e+00
4.286750085026780899e-01,-5.361247716705530575e-01,-2.346101328311210599e-01,-4.970149269909307499e-01,-2.626313238246229087e+00,1.279593754807756834e-01,2.338002375758937157e-01,-4.394426326491733259e-01,-3.664376716018394320e-01,4.996265755819581100e-01,4.975888940126365068e-01,2.014964452839810960e+00,-1.346380542382634438e-01,6.945248351868744674e-01,-1.138443457346312249e+00,8.095240137653748891e-02,9.376626098074746229e-01,-8.266730408247452422e-01,7.160686178404390700e-02,-2.834303950299499886e-01,1.415194517283844045e+00
-8.189433240485920473e-01,-1.205399070421437679e+00,-5.497578601543018362e-01,2.332169510709848348e-01,7.427888433543446967e-01,1.594381086125735258e+00,8.324478720283026156e-01,9.410735467750822592e-01,-3.739429521841189374e-01,-1.035777980819419186e+00,-1.357365732436196737e+00,1.473925317613900443e+00,-4.520193916232382869e-01,1.586091427480973773e-02,1.089305481118988395e+00,-7.788783546594473250e-01,2.405022549670156606e-01,-1.293447296187327122e+00,6.523261651276909823e-02,1.035723897945088012e+00,-3.814251860727978227e-02
