new_datetime,air_conc_mole,aerosol_conc_mole,fw_conc_mole,fwSusSed_conc_mole,sw_conc_mole,swSusSed_conc_mole,urban_conc_mole,urban_air_conc_mole,urban_water_conc_mole,urban_solid_conc_mole,natural_conc_mole,natural_air_conc_mole,natural_water_conc_mole,natural_solid_conc_mole,agricultural_conc_mole,agricultural_air_conc_mole,agricultural_water_conc_mole,agricultural_solid_conc_mole,fw_sed_conc_mole,fw_sed_water_conc_mole,fw_sed_solid_conc_mole,sw_sed_conc_mole,sw_sed_water_conc_mole,sw_sed_solid_conc_mole,deep_urban_conc_mole,deep_natural_conc_mole,deep_agricultural_conc_mole 
2006-08-10 00:00:00,2.011790430051894e-12,0.0004826529559090131,1.9174879331344796e-08,4.240939132516253e-05,2.5926943175354696e-08,5.778723069433298e-05,2.001909319049125e-08,5.127325136259453e-14,6.6052743081711795e-12,3.838087110603178e-08,2.1422261303297185e-08,3.6036044735675066e-14,4.6423418475527135e-12,5.1339472798411554e-08,1.965905308158646e-08,2.2048008669549442e-14,2.840333728427341e-12,3.1411137089328826e-08,1.1300183441941199e-06,5.777279838695216e-10,5.414466664825157e-06,3.117907286408148e-07,9.964387544367114e-11,1.4941798410529375e-06,2.1445695805750552e-13,1.5072538466080203e-13,9.221862754634204e-14
2006-08-11 00:00:00,1.9864845395201007e-12,0.0004824135780321091,1.891408653059647e-08,4.234448668627887e-05,2.5629982833943005e-08,5.7824379775866334e-05,1.9767277209434382e-08,5.124782174095258e-14,6.6019983383031825e-12,3.8361835624478e-08,2.1152795164385913e-08,3.6018172200605626e-14,4.640039419023631e-12,5.1314010333405564e-08,1.9411765969663717e-08,2.2037073679012942e-14,2.838925028761699e-12,3.1395558336074473e-08,1.1146492436231646e-06,5.768438111663925e-10,5.40618019825143e-06,3.0821956020032587e-07,9.970793247510662e-11,1.4951403890507186e-06,2.1435059539918125e-13,1.5065063048749074e-13,9.217289054404914e-14
2006-08-12 00:00:00,1.9867543745014305e-12,0.00048248489089637835,1.8922492129062735e-08,4.2363812831189686e-05,2.5624772743818554e-08,5.781331823816884e-05,1.9769962306031223e-08,5.1255397458391556e-14,6.602974279762634e-12,3.8367506468959955e-08,2.1155668463409748e-08,3.602349659266741e-14,4.640725333592294e-12,5.1321595835183824e-08,1.941440277523849e-08,2.2040331312951383e-14,2.839344693307777e-12,3.140019938950297e-08,1.1151446042612512e-06,5.771070843326985e-10,5.408647594366051e-06,3.0815690500086024e-07,9.968885880655907e-11,1.4948543755761144e-06,2.1438228181047524e-13,1.5067290044130837e-13,9.218651601648633e-14
2006-08-13 00:00:00,1.987412694251333e-12,0.0004826758765822943,1.894439930180826e-08,4.2415592782909706e-05,2.5609985794196198e-08,5.7783681276013657e-05,1.977651316949372e-08,5.127568627452899e-14,6.605587985591976e-12,3.8382693772600164e-08,2.116267848666707e-08,3.6037756048943963e-14,4.64256230740786e-12,5.1341910855131226e-08,1.9420835822495623e-08,2.2049055705928322e-14,2.8404686128419103e-12,3.141262877067417e-08,1.1164356427415512e-06,5.778124641124437e-10,5.415258413661823e-06,3.0797908096021077e-07,9.963775509852466e-11,1.4940880652533971e-06,2.1446714238934995e-13,1.507325424483072e-13,9.222300691045167e-14
2006-08-14 00:00:00,1.982793919541471e-12,0.000482810203274343,1.8911345208377147e-08,4.245202886056449e-05,2.553414033387536e-08,5.776282649295989e-05,1.9730552278159624e-08,5.128995608508709e-14,6.6074262932973984e-12,3.8393375516885586e-08,2.1113496127879755e-08,3.604778520679872e-14,4.643854313218885e-12,5.135619909571511e-08,1.9375701530256887e-08,2.2055191866568356e-14,2.8412591034612745e-12,3.142137077481409e-08,1.1144876913994633e-06,5.783088197786267e-10,5.419910258965289e-06,3.0706698302496293e-07,9.960179470762092e-11,1.493548831999717e-06,2.1452682770446126e-13,1.50774490688925e-13,9.224867219030119e-14
2006-08-15 00:00:00,1.978135340632843e-12,0.0004827046755128198,1.88583177563396e-08,4.242341447562341e-05,2.5486941333382016e-08,5.7779204347472995e-05,1.968419529986111e-08,5.1278745646248866e-14,6.605982109016636e-12,3.838498388193642e-08,2.1063889919801664e-08,3.6039906247209736e-14,4.642839306603054e-12,5.1344974178150894e-08,1.9330178274612865e-08,2.2050371266233375e-14,2.8406380898392316e-12,3.141450301000846e-08,1.1113626655511726e-06,5.77919016237356e-10,5.416257020176499e-06,3.064993800238915e-07,9.963003542577837e-11,1.4939723072166315e-06,2.1447993860443632e-13,1.5074153592867064e-13,9.222850941036468e-14
2006-08-16 00:00:00,1.978272867131716e-12,0.0004826789123957386,1.885753273475094e-08,4.241643542507458e-05,2.5491835974032145e-08,5.7783198870068625e-05,1.968556381009755e-08,5.127600877545627e-14,6.605629531759475e-12,3.8382935182422875e-08,2.1065354350962577e-08,3.6037982710166616e-14,4.642591507029706e-12,5.134223377258123e-08,1.933152217241707e-08,2.204919438453855e-14,2.840486478107656e-12,3.141282634193344e-08,1.1113164024805977e-06,5.778239431255543e-10,5.4153659949726945e-06,3.065582417093751e-07,9.963692327465423e-11,1.4940755918880949e-06,2.1446849129089206e-13,1.5073349048797749e-13,9.22235869515473e-14
2006-08-17 00:00:00,1.986176429355756e-12,0.00048241116890845913,1.891094729797409e-08,4.234381486720152e-05,2.5626305971423086e-08,5.782476440382625e-05,1.9764211240931493e-08,5.124756581461678e-14,6.601965368604446e-12,3.836164404942773e-08,2.114951429757584e-08,3.601799232956877e-14,4.640016247145372e-12,5.131375407653077e-08,1.9408755142101688e-08,2.203696362814001e-14,2.8389108514629276e-12,3.139540154989445e-08,1.1144642416532082e-06,5.76834659215163e-10,5.406094426164506e-06,3.0817534320041026e-07,9.970859569810711e-11,1.4951503342122554e-06,2.1434952495469002e-13,1.5064987815407085e-13,9.2172430242303e-14
2006-08-18 00:00:00,1.984630063873439e-12,0.0004821025063771886,1.887095294192229e-08,4.2260129391813845e-05,2.564397286088699e-08,5.7872662933658466e-05,1.974882353740401e-08,5.121477593659304e-14,6.59774121403803e-12,3.833709900793793e-08,2.1133048046947678e-08,3.5994946833526726e-14,4.6370474121509e-12,5.128092184908031e-08,1.9393644183899344e-08,2.2022863654065266e-14,2.83709442293486e-12,3.1375313739459695e-08,1.1121072851779258e-06,5.75694641887298e-10,5.395410183767757e-06,3.083878006544769e-07,9.979118825502995e-11,1.4963888261218253e-06,2.1421237707915695e-13,1.5055348740749683e-13,9.211345529009292e-14
2006-08-19 00:00:00,1.981378322023721e-12,0.00048244222521435083,1.8867805968555786e-08,4.2352248641978884e-05,2.5560619540733072e-08,5.7819937141410687e-05,1.971646583147772e-08,5.1250864992129053e-14,6.60239038499956e-12,3.836411366669385e-08,2.1098422341131115e-08,3.602031106897508e-14,4.6403149586454386e-12,5.131705751506157e-08,1.93618684260091e-08,2.2038382307323805e-14,2.8390936127451793e-12,3.139742269960443e-08,1.1119218270286778e-06,5.769495495153128e-10,5.407171178057513e-06,3.073854151341458e-07,9.970027193645436e-11,1.4950255177415206e-06,2.1436332418829776e-13,1.5065957657939775e-13,9.217836405016837e-14
2006-08-20 00:00:00,1.9762308982063898e-12,0.0004826291037246889,1.8834010049229355e-08,4.240292223580773e-05,2.5471560482117786e-08,5.7790933378619424e-05,1.9665244414201453e-08,5.127071749425823e-14,6.60494788269635e-12,3.8378974365110714e-08,2.1043610738288946e-08,3.603426387352383e-14,4.642112428065918e-12,5.1336935657483856e-08,1.9311568217524803e-08,2.2046919080932343e-14,2.84019336222259e-12,3.140958478508513e-08,1.109930158234427e-06,5.776398577768418e-10,5.413640747084561e-06,3.0631441387534276e-07,9.965026006891473e-11,1.4942755797853898e-06,2.144463598278038e-13,1.5071793597616644e-13,9.221407020203229e-14
2006-08-21 00:00:00,1.978492165143597e-12,0.00048273790174897764,1.8864424826747536e-08,4.2432419812965495e-05,2.5487510358565027e-08,5.7774050036000875e-05,1.9687746019173976e-08,5.12822753400744e-14,6.606436821665472e-12,3.838762605344225e-08,2.106768951432931e-08,3.604238699889254e-14,4.643158889327377e-12,5.134850843071588e-08,1.9333665134821025e-08,2.2051889069727357e-14,2.8408336208062995e-12,3.141666537915202e-08,1.1117225688116316e-06,5.78041692730089e-10,5.417406744266394e-06,3.0650622297391564e-07,9.962114772577695e-11,1.4938390343775702e-06,2.144947020021259e-13,1.5075191199114873e-13,9.223485781838646e-14
2006-08-22 00:00:00,1.9895633755434332e-12,0.00048271702020723434,1.896827315901097e-08,4.242675311663816e-05,2.5632680561959687e-08,5.7777293476303324e-05,1.9797914349540347e-08,5.128005704942574e-14,6.606151050472106e-12,3.8385965539915234e-08,2.1185579707356493e-08,3.6040827932148615e-14,4.642958042623984e-12,5.1346287275056934e-08,1.9441852105827825e-08,2.205093518265849e-14,2.8407107363474162e-12,3.141530640483662e-08,1.1178425823170002e-06,5.77964497350903e-10,5.416683269172663e-06,3.082520023813538e-07,9.962674046586193e-11,1.4939228986336927e-06,2.1448542371662705e-13,1.5074539099428553e-13,9.223086806322797e-14
2006-08-23 00:00:00,1.988531645520104e-12,0.00048262182220112633,1.8950637124073203e-08,4.240093478638486e-05,2.5630995548865764e-08,5.779207099586773e-05,1.9787647723764658e-08,5.1269943962503475e-14,6.604848232502722e-12,3.837839533370961e-08,2.1174593478461045e-08,3.6033720217247344e-14,4.642042391570472e-12,5.1336161126682174e-08,1.94317701236335e-08,2.204658645457489e-14,2.8401505116470028e-12,3.140911090228373e-08,1.1168032515001464e-06,5.776127834635296e-10,5.4133870066201994e-06,3.0823173884867387e-07,9.96522216889825e-11,1.49430499467063e-06,2.1444312443190625e-13,1.5071566206397606e-13,9.221267894957789e-14
2006-08-24 00:00:00,1.9830103218262286e-12,0.000482584041809963,1.889493527356699e-08,4.2390697020246526e-05,2.556442175943054e-08,5.779793069211619e-05,1.9732705672191365e-08,5.126593047109318e-14,6.604331194651718e-12,3.8375391012891054e-08,2.1115800456512326e-08,3.603089944126448e-14,4.641679005230937e-12,5.1332142451688715e-08,1.937781619585003e-08,2.2044860613301768e-14,2.8399281802223638e-12,3.1406652147951906e-08,1.1135206173938296e-06,5.774733180336894e-10,5.412079936611736e-06,3.0743113963510684e-07,9.966232570047612e-11,1.4944565063437794e-06,2.144263374886922e-13,1.507038638061994e-13,9.220546039683006e-14
2006-08-25 00:00:00,1.9773469594266925e-12,0.0004827846978508487,1.885731514373628e-08,4.244510795112943e-05,2.546708679240948e-08,5.776678780250693e-05,1.9676350209935325e-08,5.1287246589632984e-14,6.607077242666992e-12,3.8391347309330534e-08,2.10554949558171e-08,3.6045880909786137e-14,4.64360899224161e-12,5.135348610084027e-08,1.9322474277343202e-08,2.2054026756541712e-14,2.8411090082143248e-12,3.141971087748189e-08,1.1113035793574975e-06,5.782145387024421e-10,5.419026656719287e-06,3.062606144372665e-07,9.96086252864591e-11,1.4936512578955115e-06,2.1451549489178516e-13,1.507665257221299e-13,9.224379896799739e-14
2006-08-26 00:00:00,1.985422483693944e-12,0.000482985393412666,1.8950725074945413e-08,4.249952339878656e-05,2.5546688151775907e-08,5.7735642361922255e-05,1.975670881511272e-08,5.1308566906565563e-14,6.609823831540028e-12,3.840730674849975e-08,2.1141486015536834e-08,3.6060865329036776e-14,4.645539359379811e-12,5.137483395380696e-08,1.9401387646181236e-08,2.206319470513232e-14,2.842290068780505e-12,3.1432772179040856e-08,1.1168084346409248e-06,5.789558209015965e-10,5.425973953489763e-06,3.072178798452938e-07,9.955492047373543e-11,1.4928459434877576e-06,2.1460466985519558e-13,1.5082919997986384e-13,9.228214509027604e-14
2006-08-27 00:00:00,1.9873835195663753e-12,0.00048283053610855697,1.8956779074169002e-08,4.245753349045546e-05,2.559077088453866e-08,5.7759675887120225e-05,1.9776222855588145e-08,5.129211608536639e-14,6.607704555236545e-12,3.839499239683967e-08,2.1162367824226664e-08,3.604930330570263e-14,4.6440498822421235e-12,5.1358361885720345e-08,1.942055072983804e-08,2.205612068819793e-14,2.841378758866065e-12,3.142269403914945e-08,1.1171652102982927e-06,5.783838073846612e-10,5.420613042809045e-06,3.077480074147344e-07,9.959636204417451e-11,1.4934673681248058e-06,2.1453586218300486e-13,1.5078084033253662e-13,9.225255710604114e-14
2006-08-28 00:00:00,1.985887171266043e-12,0.00048285605647847553,1.8944594318432926e-08,4.246445845292245e-05,2.5568396760415125e-08,5.775571225776083e-05,1.9761332867236315e-08,5.129482716861093e-14,6.608053810413984e-12,3.839702179294391e-08,2.1146434174373467e-08,3.605120871865162e-14,4.644295346979856e-12,5.136107647043634e-08,1.940592853548551e-08,2.20572864809903e-14,2.8415289420702784e-12,3.142435490919752e-08,1.1164471355055728e-06,5.784781436738513e-10,5.4214971625113345e-06,3.074789419712691e-07,9.958952746522953e-11,1.4933648822466099e-06,2.1454720163681767e-13,1.507888099668784e-13,9.225743318409996e-14
2006-08-29 00:00:00,1.9768677475758533e-12,0.0004828432136926712,1.88575087430342e-08,4.2460978777843215e-05,2.5453825925003893e-08,5.775770388482357e-05,1.967158162839889e-08,5.129346285212498e-14,6.607878052403844e-12,3.839600052641987e-08,2.1050392137285428e-08,3.605024984499693e-14,4.644171820124278e-12,5.135971039188158e-08,1.9317791457963882e-08,2.2056699811315355e-14,2.841453364375705e-12,3.142351909849634e-08,1.1113149885952977e-06,5.784307413036399e-10,5.4210529074977115e-06,3.0610114266757756e-07,9.959296167442397e-11,1.493416378900322e-06,2.1454149520791675e-13,1.507847993546841e-13,9.225497936284741e-14
2006-08-30 00:00:00,1.9934372191379496e-12,0.00048278127210271156,1.901047433270391e-08,4.244416289462614e-05,2.5674742676284238e-08,5.776732880842947e-05,1.9836462517761828e-08,5.128688266511293e-14,6.607030360107011e-12,3.83910748916522e-08,2.1226829774207487e-08,3.6045625135090026e-14,4.643576042077849e-12,5.135312170629725e-08,1.9479706991563816e-08,2.2053870265374085e-14,2.841088848246671e-12,3.1419487929206e-08,1.1203295914707733e-06,5.782016645353951e-10,5.418906000025723e-06,3.0875783051484127e-07,9.960955815564339e-11,1.4936652464555037e-06,2.14513972730747e-13,1.507654559116184e-13,9.224314442359318e-14
2006-08-31 00:00:00,2.0069133344289687e-12,0.00048268621428787674,1.913113535430963e-08,4.241839076913823e-05,2.5860002281133543e-08,5.778207983675895e-05,1.997056177771793e-08,5.12767844710082e-14,6.605729460704178e-12,3.838351583354612e-08,2.13703282513874e-08,3.603852788721052e-14,4.642661739437947e-12,5.134301046997467e-08,1.9611394498315147e-08,2.204952794135032e-14,2.840529448548979e-12,3.141330155032521e-08,1.1274404142033458e-06,5.7785058007903e-10,5.415615636500669e-06,3.1098571471981693e-07,9.963499369930709e-11,1.4940466575198495e-06,2.1447173573714848e-13,1.5073577076097225e-13,9.222498209574601e-14
2006-09-01 00:00:00,1.9928401732288475e-12,0.0004827777407488204,1.900449640511556e-08,4.244321776334485e-05,2.5667481018133617e-08,5.7767869699294946e-05,1.9830521383181013e-08,5.12865075218687e-14,6.606982032295391e-12,3.839079407613689e-08,2.1220472216638972e-08,3.604536147561123e-14,4.643542076157314e-12,5.1352746078540695e-08,1.947387270731439e-08,2.2053708950043357e-14,2.8410680668064216e-12,3.1419258108089545e-08,1.1199772988842923e-06,5.781887893496738e-10,5.418785333785144e-06,3.0867050368766343e-07,9.961049082643204e-11,1.493679232040514e-06,2.1451240364595464e-13,1.507643531219911e-13,9.224246970150739e-14
2006-09-02 00:00:00,1.980082014996817e-12,0.00048284010413683956,1.8887915893651602e-08,4.2460134290595466e-05,2.549558986472457e-08,5.7758187246508966e-05,1.9703566430631887e-08,5.129313251738691e-14,6.6078354970460206e-12,3.839575325255549e-08,2.1084618802032393e-08,3.6050017677988125e-14,4.644141911219776e-12,5.135937963050306e-08,1.934920101877261e-08,2.205655776408847e-14,2.8414350651480693e-12,3.142331672806989e-08,1.1131069497022533e-06,5.784192371556245e-10,5.4209450906225115e-06,3.066033850302175e-07,9.959379514629992e-11,1.4934288769777967e-06,2.1454011354045523e-13,1.5078382828635644e-13,9.22543852320802e-14
2006-09-03 00:00:00,1.9736962510184764e-12,0.000482835253181801,1.882660740418112e-08,4.2458816957235916e-05,2.5413953680136656e-08,5.775894125209391e-05,1.9640022434067787e-08,5.1292617190102545e-14,6.607769110031715e-12,3.839536750151469e-08,2.1016620911933254e-08,3.604965549387502e-14,4.644095252867644e-12,5.135886363765315e-08,1.9286799850568702e-08,2.205633616822453e-14,2.8414065180708313e-12,3.14230010270846e-08,1.1094939038749854e-06,5.7840129159399e-10,5.420776904818875e-06,3.0562164933912696e-07,9.95950952957912e-11,1.4934483729794484e-06,2.145379581179131e-13,1.5078231340479383e-13,9.225345837892322e-14
2006-09-04 00:00:00,1.977417065113924e-12,0.0004827786071757338,1.8857486794541966e-08,4.2443454024100746e-05,2.5468728380085363e-08,5.776773446473353e-05,1.9677047823496327e-08,5.1286599564244875e-14,6.606993889650375e-12,3.8390862974958055e-08,2.1056241466153516e-08,3.6045426165153955e-14,4.6435504097847556e-12,5.135283823979321e-08,1.9323159344438667e-08,2.2053748529181667e-14,2.84107316558714e-12,3.1419314495301556e-08,1.1113136951217676e-06,5.781920078455285e-10,5.418815497528292e-06,3.062803557470742e-07,9.961025763831022e-11,1.4936757353379892e-06,2.1451278862501186e-13,1.5076462369430994e-13,9.224263524633557e-14
2006-09-05 00:00:00,1.992980319667541e-12,0.00048282495482899953,1.9009703757589445e-08,4.245601370075051e-05,2.5663521881508763e-08,5.7760545795962675e-05,1.9831915964134688e-08,5.1291523174153116e-14,6.607628173476075e-12,3.839454856992702e-08,2.1221964545852573e-08,3.604888659378289e-14,4.643996199347745e-12,5.135776820873873e-08,1.9475242206958245e-08,2.205586573047196e-14,2.8413459139484464e-12,3.1422330808519306e-08,1.1202841797630966e-06,5.783631038325773e-10,5.420419009118915e-06,3.0862289213219757e-07,9.959786204836754e-11,1.493489860987681e-06,2.145333822557167e-13,1.5077909738142025e-13,9.225149071261189e-14
2006-09-06 00:00:00,1.9906885198333893e-12,0.0004828193386937063,1.898738499972236e-08,4.245449398087819e-05,2.563469467451361e-08,5.7761415612211406e-05,1.9809110529846658e-08,5.129092656014081e-14,6.607551314702686e-12,3.8394101971264016e-08,2.119756064464663e-08,3.6048467279449085e-14,4.6439421811974905e-12,5.13571708241758e-08,1.945284692466695e-08,2.2055609180505544e-14,2.841312863910524e-12,3.142196530947193e-08,1.1189688856549239e-06,5.783424012317981e-10,5.420224984344412e-06,3.0827622357922137e-07,9.959936189289904e-11,1.4935123514563998e-06,2.1453088684099674e-13,1.507773435453736e-13,9.225041765943289e-14
2006-09-07 00:00:00,1.987327383215398e-12,0.00048287016400179456,1.895948408014187e-08,4.2468276633729826e-05,2.5585223887810254e-08,5.7753526906587346e-05,1.97756642492717e-08,5.1296325840856474e-14,6.608246876798829e-12,3.8398143632202343e-08,2.1161770064359996e-08,3.605226202068824e-14,4.644431038567504e-12,5.136257707827647e-08,1.9420002169964627e-08,2.2057930924979804e-14,2.8416119625383354e-12,3.142527302923294e-08,1.1173246223247086e-06,5.785301573866391e-10,5.421984635027581e-06,3.076813006633824e-07,9.958575921301338e-11,1.493308376550978e-06,2.14553470025936e-13,1.5079321553790596e-13,9.226012865384208e-14
2006-09-08 00:00:00,1.6077743075725267e-12,0.00039477598068459493,1.9164998608564978e-08,4.338220239903229e-05,2.5627868838105704e-08,5.846103012945256e-05,5.421324392828244e-08,1.42110201692921e-13,1.830734036219264e-11,1.0637736420217103e-07,5.8013131088409524e-08,9.987838589338811e-14,1.286682858509911e-11,1.4229374264946763e-07,5.323822762448244e-08,6.110880187408489e-14,7.872338661879443e-12,8.705987836817827e-08,1.129436051194923e-06,5.909802415141454e-10,5.5386668234705705e-06,3.0819413783186543e-07,1.0080572359213511e-10,1.5116019864087843e-06,5.943941676036571e-13,4.1775417484088e-13,2.555954110999819e-13
2006-09-09 00:00:00,1.8152477543641145e-12,0.00044550979398812673,1.8931484946713175e-08,4.283346378354496e-05,2.546636167514105e-08,5.806528803564085e-05,3.424299926900934e-08,8.971960826299512e-14,1.1558124512288708e-11,6.716010061608525e-08,3.6643142182771954e-08,6.305704692234931e-14,8.123321242880942e-12,8.983548469217061e-08,3.3627144541288874e-08,3.8580324988990483e-14,4.970108637124241e-12,5.496423261361148e-08,1.1156745710336824e-06,5.835049714362003e-10,5.468608592300069e-06,3.0625189436410004e-07,1.0012333623025973e-10,1.5013694514399908e-06,3.7526378286651657e-13,2.6374419619743325e-13,1.613671635429949e-13
2006-09-10 00:00:00,1.7381518589593603e-12,0.00042367998804801856,1.9159646003482593e-08,4.305413636829123e-05,2.57199395528347e-08,5.8243640395613835e-05,4.311699376380752e-08,1.1220001922188684e-13,1.4454162446255678e-11,8.398793447671108e-08,4.613912819286167e-08,7.885680748877165e-14,1.0158724689536185e-11,1.123449299925931e-07,4.234154169998766e-08,4.824712556326164e-14,6.215433787735416e-12,6.873623364121446e-08,1.129120610256401e-06,5.86511115205236e-10,5.496782171703472e-06,3.0930135648998785e-07,1.0043087338213042e-10,1.505981032539722e-06,4.692909885147948e-13,3.2982872368624e-13,2.0179979830309806e-13
2006-09-11 00:00:00,2.0021946822983214e-12,0.00048285701151496547,1.9100230296440858e-08,4.2464695047211224e-05,2.5778245408313933e-08,5.775557696325218e-05,1.992360701775592e-08,5.12949286241711e-14,6.608066880421974e-12,3.8397097738055135e-08,2.1320082362237076e-08,3.605128002400105e-14,4.644304532888299e-12,5.136117805703039e-08,1.9565284212012838e-08,2.2057330107891478e-14,2.841534562303867e-12,3.142441706313597e-08,1.1256191103131567e-06,5.784813667133051e-10,5.421527368837096e-06,3.100025276631934e-07,9.958929417373925e-11,1.4933613839940547e-06,2.1454762598772648e-13,1.5078910821065915e-13,9.225761565921651e-14
2006-09-12 00:00:00,1.863251866890915e-12,0.00044548749704761926,1.943010830072706e-08,4.282687081062914e-05,2.614281351624118e-08,5.8069035674572924e-05,3.5148553227807955e-08,8.971511796268125e-14,1.1557546049552079e-11,6.715673937736927e-08,3.7612167769746726e-08,6.305389103387551e-14,8.122914685689786e-12,8.98309885924559e-08,3.4516412260603856e-08,3.857839411514069e-14,4.969859892387104e-12,5.496148175551328e-08,1.1450595557912257e-06,5.834151577220362e-10,5.467766858170922e-06,3.143867296588182e-07,1.001297983718517e-10,1.5014663525455905e-06,3.752450016088338e-13,2.6373099628862946e-13,1.6135908741516578e-13
2006-09-13 00:00:00,1.9987462577803833e-12,0.00048277436353690614,1.9060543194267864e-08,4.244230645741375e-05,2.574396301889219e-08,5.7768391273791436e-05,1.9889292145414478e-08,5.128614875345496e-14,6.6069358139705746e-12,3.8390525518089985e-08,2.1283362309290973e-08,3.6045109324747685e-14,4.643509592833621e-12,5.13523868467633e-08,1.953158648702454e-08,2.2053554676052798e-14,2.8410481924665043e-12,3.141903831855937e-08,1.123280260993251e-06,5.781763749546118e-10,5.418668986074622e-06,3.0959025649396763e-07,9.961139018955328e-11,1.4936927181703894e-06,2.1451090305099288e-13,1.5076329846862428e-13,9.224182443073078e-14
2006-09-14 00:00:00,1.968020396948964e-12,0.00048276346144187905,1.8766659157735543e-08,4.2439370270226255e-05,2.5349522037990482e-08,5.777007173235135e-05,1.9583542668652925e-08,5.1284990600683155e-14,6.606786614991668e-12,3.838965857653518e-08,2.095618239548531e-08,3.6044295347791134e-14,4.6434047322886855e-12,5.135122719819127e-08,1.923133586447498e-08,2.205305665882793e-14,2.840984035419837e-12,3.141832880834655e-08,1.1059610201986306e-06,5.781363763257444e-10,5.418294118924877e-06,3.048468110361149e-07,9.961428784360972e-11,1.4937361690724965e-06,2.1450605892830107e-13,1.5075989390547703e-13,9.223974140973511e-14
2006-09-15 00:00:00,1.9619720838556716e-12,0.00048276431459365197,1.8709054687090654e-08,4.243960647365678e-05,2.5271511590087653e-08,5.776993651102242e-05,1.9523356606699766e-08,5.1285081232812875e-14,6.606798290671716e-12,3.83897264197087e-08,2.0891777802644445e-08,3.6044359046179565e-14,4.6434129382307195e-12,5.1351317947376003e-08,1.9172232238978546e-08,2.2053095631546222e-14,2.840989056078524e-12,3.141838433161015e-08,1.102566260450135e-06,5.78139594040676e-10,5.418324275349216e-06,3.039086775188425e-07,9.961405467830496e-11,1.4937326727121185e-06,2.1450643800882182e-13,1.507601603321661e-13,9.22399044181338e-14
2006-09-16 00:00:00,1.972229828435158e-12,0.000482789985568291,1.8808936999353005e-08,4.244652577924081e-05,2.5400546100442286e-08,5.776597637643753e-05,1.962543023305443e-08,5.128780831511762e-14,6.607149606927367e-12,3.839176779199644e-08,2.1001005921777406e-08,3.6046275703643667e-14,4.643659851542607e-12,5.135404855181562e-08,1.9272470087898174e-08,2.2054268304093796e-14,2.8411401255668936e-12,3.1420055003039254e-08,1.1084525475639467e-06,5.78233853268171e-10,5.419207672829298e-06,3.0546041324530963e-07,9.960722612548151e-11,1.4936302771968202e-06,2.1451784438075856e-13,1.5076817699813646e-13,9.224480927165234e-14
2006-09-17 00:00:00,1.992081201476111e-12,0.0004827769284413137,1.8997184799807635e-08,4.2442981565009256e-05,2.5657808832120663e-08,5.776800497889256e-05,1.9822968943314512e-08,5.128642122871238e-14,6.6069709155833975e-12,3.839072948092551e-08,2.1212390414993003e-08,3.6045300826755166e-14,4.643534263071151e-12,5.135265967393333e-08,1.946645609684066e-08,2.2053671843126817e-14,2.841063286509562e-12,3.141920524297779e-08,1.1195464096995056e-06,5.781855717041489e-10,5.418755178011283e-06,3.0855418847440705e-07,9.961072409221094e-11,1.4936827299075214e-06,2.1451204271374667e-13,1.5076409945036206e-13,9.224231449706372e-14
2006-09-18 00:00:00,1.998322174761763e-12,0.0004827639405639333,1.90556376058605e-08,4.2439471625335876e-05,2.5739779466751424e-08,5.777001387815759e-05,1.988507214449219e-08,5.128504149883932e-14,6.606793171944354e-12,3.838969667662674e-08,2.127884652220726e-08,3.6044331120210184e-14,4.6434093406689664e-12,5.135127816208447e-08,1.952744238212697e-08,2.205307854554193e-14,2.840986854974787e-12,3.141835998969197e-08,1.122991163742958e-06,5.781377570501856e-10,5.41830705907434e-06,3.095399461754139e-07,9.961418808426831e-11,1.49373467316122e-06,2.1450627181637527e-13,1.5076004352821331e-13,9.223983295372694e-14
2006-09-19 00:00:00,1.983219765242777e-12,0.00048267947279340996,1.8904726336289072e-08,4.2416570333370336e-05,2.5555517453442944e-08,5.778312174758287e-05,1.9734789819332832e-08,5.127606830769431e-14,6.605637200997373e-12,3.838297974560337e-08,2.1118030684636757e-08,3.603802455082108e-14,4.6425968971501425e-12,5.1342293381707524e-08,1.937986285994685e-08,2.2049219983993734e-14,2.840489775956323e-12,3.141286281270993e-08,1.1140976265261385e-06,5.778257809330606e-10,5.415383218904644e-06,3.073240587488976e-07,9.963679029054559e-11,1.494073597764789e-06,2.144687402921225e-13,1.5073366549188776e-13,9.222369402455595e-14
2006-09-20 00:00:00,1.98936472540314e-12,0.0004826675716689114,1.896232306907528e-08,4.24133344798001e-05,2.563615439751179e-08,5.7784973883542936e-05,1.9795937605038818e-08,5.127480402589421e-14,6.6054743299511536e-12,3.838203336058737e-08,2.11834644098833e-08,3.6037135983892005e-14,4.64248242755534e-12,5.134102746703739e-08,1.9439910912752075e-08,2.204867633022986e-14,2.8404197397845638e-12,3.14120882854879e-08,1.1174919302653892e-06,5.777817000561413e-10,5.414970092926156e-06,3.08293777831342e-07,9.963998397196431e-11,1.4941214876563992e-06,2.1446345227114148e-13,1.50729948946602e-13,9.22214201228755e-14
