new_datetime,air_fugacity,aerosol_fugacity,fw_fugacity,fwSusSed_fugacity,sw_fugacity,swSusSed_fugacity,urban_fugacity,urban_air_fugacity,urban_water_fugacity,urban_solid_fugacity,natural_fugacity,natural_air_fugacity,natural_water_fugacity,natural_solid_fugacity,agricultural_fugacity,agricultural_air_fugacity,agricultural_water_fugacity,agricultural_solid_fugacity,fw_sed_fugacity,fw_sed_water_fugacity,fw_sed_solid_fugacity,sw_sed_fugacity,sw_sed_water_fugacity,sw_sed_solid_fugacity,deep_urban_fugacity,deep_natural_fugacity,deep_agricultural_fugacity
2005-01-14 00:00:00,4.054834231126006e-09,4.054834231126006e-09,3.1762411385998074e-07,3.1762411385998074e-07,4.53397896188885e-07,4.53397896188885e-07,2.0933153315531274e-10,2.0933153315531274e-10,2.0933153315531274e-10,2.0933153315531274e-10,1.471231157163461e-10,1.471231157163461e-10,1.471231157163461e-10,1.471231157163461e-10,9.001464379895847e-11,9.001464379895847e-11,9.001464379895847e-11,9.001464379895847e-11,1.0137879386511714e-08,1.0137879386511714e-08,1.0137879386511714e-08,1.8317682068376067e-09,1.8317682068376067e-09,1.8317682068376067e-09,2.6319397122109502e-14,1.8497890165012187e-14,1.1317602853423194e-14
2005-01-15 00:00:00,4.0805692873099686e-09,4.0805692873099686e-09,3.216854755990865e-07,3.216854755990865e-07,4.532073208996758e-07,4.532073208996758e-07,2.1066010997492063e-10,2.1066010997492063e-10,2.1066010997492063e-10,2.1066010997492063e-10,1.480568706945041e-10,1.480568706945041e-10,1.480568706945041e-10,1.480568706945041e-10,9.058594506147698e-11,9.058594506147698e-11,9.058594506147698e-11,9.058594506147698e-11,1.0267509328507235e-08,1.0267509328507235e-08,1.0267509328507235e-08,1.8309982655592808e-09,1.8309982655592808e-09,1.8309982655592808e-09,2.6486439996135317e-14,1.861529181833433e-14,1.1389432952682214e-14
2005-01-16 00:00:00,2.1256470299635517e-09,2.1256470299635517e-09,3.4254786901712e-07,3.4254786901712e-07,4.694154024600959e-07,4.694154024600959e-07,7.282509609774846e-10,7.282509609774846e-10,7.282509609774846e-10,7.282509609774846e-10,5.118318716126571e-10,5.118318716126571e-10,5.118318716126571e-10,5.118318716126571e-10,3.1315516520867673e-10,3.1315516520867673e-10,3.1315516520867673e-10,3.1315516520867673e-10,1.093339210930648e-08,1.093339210930648e-08,1.093339210930648e-08,1.896480370231067e-09,1.896480370231067e-09,1.896480370231067e-09,9.156349240658032e-14,6.43529719850246e-14,3.937321353229573e-14
2005-01-17 00:00:00,4.4966850067327714e-09,4.4966850067327714e-09,3.2468348330084615e-07,3.2468348330084615e-07,4.5423242969727126e-07,4.5423242969727126e-07,1.19990911926767e-10,1.19990911926767e-10,1.19990911926767e-10,1.19990911926767e-10,8.43324297788128e-11,8.43324297788128e-11,8.43324297788128e-11,8.43324297788128e-11,5.159728700876813e-11,5.159728700876813e-11,5.159728700876813e-11,5.159728700876813e-11,1.0363199293953848e-08,1.0363199293953848e-08,1.0363199293953848e-08,1.8351397971362214e-09,1.8351397971362214e-09,1.8351397971362214e-09,1.5086539588383556e-14,1.060317419055152e-14,6.487362256118683e-15
2005-01-18 00:00:00,4.49023501761215e-09,4.49023501761215e-09,3.247172320946089e-07,3.247172320946089e-07,4.528317935698218e-07,4.528317935698218e-07,1.1981879845309867e-10,1.1981879845309867e-10,1.1981879845309867e-10,1.1981879845309867e-10,8.421146438902573e-11,8.421146438902573e-11,8.421146438902573e-11,8.421146438902573e-11,5.152327650116933e-11,5.152327650116933e-11,5.152327650116933e-11,5.152327650116933e-11,1.0364276482950768e-08,1.0364276482950768e-08,1.0364276482950768e-08,1.8294811014316843e-09,1.8294811014316843e-09,1.8294811014316843e-09,1.5064899643386907e-14,1.0587965129193924e-14,6.4780568642776085e-15
2005-01-19 00:00:00,4.492463184439276e-09,4.492463184439276e-09,3.251339682885787e-07,3.251339682885787e-07,4.526730981009524e-07,4.526730981009524e-07,1.1987825553517392e-10,1.1987825553517392e-10,1.1987825553517392e-10,1.1987825553517392e-10,8.42532522221079e-11,8.42532522221079e-11,8.42532522221079e-11,8.42532522221079e-11,5.154884363854066e-11,5.154884363854066e-11,5.154884363854066e-11,5.154884363854066e-11,1.0377577807019392e-08,1.0377577807019392e-08,1.0377577807019392e-08,1.8288399574897127e-09,1.8288399574897127e-09,1.8288399574897127e-09,1.5072375223063195e-14,1.0593219142085265e-14,6.4812714379809076e-15
2005-01-20 00:00:00,4.5030516958581435e-09,4.5030516958581435e-09,3.263773979913983e-07,3.263773979913983e-07,4.530243016751605e-07,4.530243016751605e-07,1.2016080259799788e-10,1.2016080259799788e-10,1.2016080259799788e-10,1.2016080259799788e-10,8.44518329308648e-11,8.44518329308648e-11,8.44518329308648e-11,8.44518329308648e-11,5.167034168918394e-11,5.167034168918394e-11,5.167034168918394e-11,5.167034168918394e-11,1.0417265411967254e-08,1.0417265411967254e-08,1.0417265411967254e-08,1.830258851460703e-09,1.830258851460703e-09,1.830258851460703e-09,1.5107900058906393e-14,1.061818683068804e-14,6.4965474711529856e-15
2005-01-21 00:00:00,4.505792187910529e-09,4.505792187910529e-09,3.270408854974131e-07,3.270408854974131e-07,4.52602687155828e-07,4.52602687155828e-07,1.2023393072238318e-10,1.2023393072238318e-10,1.2023393072238318e-10,1.2023393072238318e-10,8.450322909342037e-11,8.450322909342037e-11,8.450322909342037e-11,8.450322909342037e-11,5.170178751088604e-11,5.170178751088604e-11,5.170178751088604e-11,5.170178751088604e-11,1.0438442507839137e-08,1.0438442507839137e-08,1.0438442507839137e-08,1.8285554909498892e-09,1.8285554909498892e-09,1.8285554909498892e-09,1.511709450810131e-14,1.0624648905428815e-14,6.5005011758659464e-15
2005-01-22 00:00:00,4.490490494526879e-09,4.490490494526879e-09,3.2627295111885215e-07,3.2627295111885215e-07,4.50551665259706e-07,4.50551665259706e-07,1.1982561567688212e-10,1.1982561567688212e-10,1.1982561567688212e-10,1.1982561567688212e-10,8.421625569394018e-11,8.421625569394018e-11,8.421625569394018e-11,8.421625569394018e-11,5.152620797528277e-11,5.152620797528277e-11,5.152620797528277e-11,5.152620797528277e-11,1.041393169217091e-08,1.041393169217091e-08,1.041393169217091e-08,1.8202691783480347e-09,1.8202691783480347e-09,1.8202691783480347e-09,1.5065756777605147e-14,1.0588567543244362e-14,6.478425440526869e-15
2005-01-23 00:00:00,4.500921983215597e-09,4.500921983215597e-09,3.2726859550414096e-07,3.2726859550414096e-07,4.5124172430035335e-07,4.5124172430035335e-07,1.2010397269736255e-10,1.2010397269736255e-10,1.2010397269736255e-10,1.2010397269736255e-10,8.441189154257376e-11,8.441189154257376e-11,8.441189154257376e-11,8.441189154257376e-11,5.16459042659935e-11,5.16459042659935e-11,5.16459042659935e-11,5.16459042659935e-11,1.0445710522081686e-08,1.0445710522081686e-08,1.0445710522081686e-08,1.8230570788260116e-09,1.8230570788260116e-09,1.8230570788260116e-09,1.5100754796552996e-14,1.0613164972565675e-14,6.493474937187858e-15
2005-01-24 00:00:00,4.503095651175018e-09,4.503095651175018e-09,3.2760562461617154e-07,3.2760562461617154e-07,4.5119113880803656e-07,4.5119113880803656e-07,1.201619755150574e-10,1.201619755150574e-10,1.201619755150574e-10,1.201619755150574e-10,8.445265728450936e-11,8.445265728450936e-11,8.445265728450936e-11,8.445265728450936e-11,5.167084605519957e-11,5.167084605519957e-11,5.167084605519957e-11,5.167084605519957e-11,1.0456467767323508e-08,1.0456467767323508e-08,1.0456467767323508e-08,1.8228527088954678e-09,1.8228527088954678e-09,1.8228527088954678e-09,1.51080475305721e-14,1.0618290477236696e-14,6.496610885437771e-15
2005-01-25 00:00:00,3.991279533143194e-10,3.991279533143194e-10,3.639130127113752e-07,3.639130127113752e-07,4.803468163322003e-07,4.803468163322003e-07,1.1866506060038252e-09,1.1866506060038252e-09,1.1866506060038252e-09,1.1866506060038252e-09,8.340059034127517e-10,8.340059034127517e-10,8.340059034127517e-10,8.340059034127517e-10,5.102715773547643e-10,5.102715773547643e-10,5.102715773547643e-10,5.102715773547643e-10,1.1615321598902265e-08,1.1615321598902265e-08,1.1615321598902265e-08,1.940644263700838e-09,1.940644263700838e-09,1.940644263700838e-09,1.4919839392488546e-13,1.0486013379464333e-13,6.415679511868331e-14
2005-01-26 00:00:00,8.078043770734522e-11,8.078043770734522e-11,3.598648646778416e-07,3.598648646778416e-07,4.897111573061221e-07,4.897111573061221e-07,1.265394141076852e-09,1.265394141076852e-09,1.265394141076852e-09,1.265394141076852e-09,8.893487084256383e-10,8.893487084256383e-10,8.893487084256383e-10,8.893487084256383e-10,5.441320815713476e-10,5.441320815713476e-10,5.441320815713476e-10,5.441320815713476e-10,1.1486113410002601e-08,1.1486113410002601e-08,1.1486113410002601e-08,1.9784770419695547e-09,1.9784770419695547e-09,1.9784770419695547e-09,1.5909887255391306e-13,1.1181842259628759e-13,6.841409951901894e-14
2005-01-27 00:00:00,1.822956097623568e-10,1.822956097623568e-10,3.630985106198483e-07,3.630985106198483e-07,4.836048438885127e-07,4.836048438885127e-07,1.2400272180107275e-09,1.2400272180107275e-09,1.2400272180107275e-09,1.2400272180107275e-09,8.715202393872155e-10,8.715202393872155e-10,8.715202393872155e-10,8.715202393872155e-10,5.332240520468202e-10,5.332240520468202e-10,5.332240520468202e-10,5.332240520468202e-10,1.1589324441874063e-08,1.1589324441874063e-08,1.1589324441874063e-08,1.9538069875352863e-09,1.9538069875352863e-09,1.9538069875352863e-09,1.5590947193242156e-13,1.0957683696593097e-13,6.70426254914403e-14
2005-01-28 00:00:00,7.252871510701057e-11,7.252871510701057e-11,3.4426837539704064e-07,3.4426837539704064e-07,4.939760847227413e-07,4.939760847227413e-07,1.2434639270480045e-09,1.2434639270480045e-09,1.2434639270480045e-09,1.2434639270480045e-09,8.739356391779364e-10,8.739356391779364e-10,8.739356391779364e-10,8.739356391779364e-10,5.347018711559059e-10,5.347018711559059e-10,5.347018711559059e-10,5.347018711559059e-10,1.098830697691961e-08,1.098830697691961e-08,1.098830697691961e-08,1.9957077316394918e-09,1.9957077316394918e-09,1.9957077316394918e-09,1.563415717149141e-13,1.0988052683693322e-13,6.722843270080048e-14
2005-01-29 00:00:00,5.911308017399413e-10,5.911308017399413e-10,3.5332584262938657e-07,3.5332584262938657e-07,4.801053489678163e-07,4.801053489678163e-07,1.1215227424751557e-09,1.1215227424751557e-09,1.1215227424751557e-09,1.1215227424751557e-09,7.882325119993444e-10,7.882325119993444e-10,7.882325119993444e-10,7.882325119993444e-10,4.822659474883328e-10,4.822659474883328e-10,4.822659474883328e-10,4.822659474883328e-10,1.1277401873503198e-08,1.1277401873503198e-08,1.1277401873503198e-08,1.939668713869696e-09,1.939668713869696e-09,1.939668713869696e-09,1.410098230101833e-13,9.9105013922945e-14,6.063562808283814e-14
2005-01-30 00:00:00,3.398897803057402e-09,3.398897803057402e-09,3.335785307626955e-07,3.335785307626955e-07,4.602553675838772e-07,4.602553675838772e-07,4.0152596675541196e-10,4.0152596675541196e-10,4.0152596675541196e-10,4.0152596675541196e-10,2.82201875559019e-10,2.82201875559019e-10,2.82201875559019e-10,2.82201875559019e-10,1.7266016413640148e-10,1.7266016413640148e-10,1.7266016413640148e-10,1.7266016413640148e-10,1.0647110100377311e-08,1.0647110100377311e-08,1.0647110100377311e-08,1.8594730069397495e-09,1.8594730069397495e-09,1.8594730069397495e-09,5.0484134972793604e-14,3.548143521182369e-14,2.1708680763843287e-14
