new_datetime,air_fugacity,aerosol_fugacity,fw_fugacity,fwSusSed_fugacity,sw_fugacity,swSusSed_fugacity,urban_fugacity,urban_air_fugacity,urban_water_fugacity,urban_solid_fugacity,natural_fugacity,natural_air_fugacity,natural_water_fugacity,natural_solid_fugacity,agricultural_fugacity,agricultural_air_fugacity,agricultural_water_fugacity,agricultural_solid_fugacity,fw_sed_fugacity,fw_sed_water_fugacity,fw_sed_solid_fugacity,sw_sed_fugacity,sw_sed_water_fugacity,sw_sed_solid_fugacity,deep_urban_fugacity,deep_natural_fugacity,deep_agricultural_fugacity 
2007-05-02 00:00:00,1.6411178842284456e-10,1.6411178842284456e-10,3.698951191632322e-07,3.698951191632322e-07,4.820835369784088e-07,4.820835369784088e-07,1.2551109103294594e-09,1.2551109103294594e-09,1.2551109103294594e-09,1.2551109103294594e-09,8.82121412449814e-10,8.82121412449814e-10,8.82121412449814e-10,8.82121412449814e-10,5.397101899486352e-10,5.397101899486352e-10,5.397101899486352e-10,5.397101899486352e-10,1.1806257585937982e-08,1.1806257585937982e-08,1.1806257585937982e-08,1.947660771034957e-09,1.947660771034957e-09,1.947660771034957e-09,1.5780595490476893e-13,1.1090972972025725e-13,6.785813205489712e-14
2007-05-03 00:00:00,9.066834786601673e-10,9.066834786601673e-10,3.6211449126053044e-07,3.6211449126053044e-07,4.744051560492771e-07,4.744051560492771e-07,1.0568763187626533e-09,1.0568763187626533e-09,1.0568763187626533e-09,1.0568763187626533e-09,7.427974877908994e-10,7.427974877908994e-10,7.427974877908994e-10,7.427974877908994e-10,4.5446734153707386e-10,4.5446734153707386e-10,4.5446734153707386e-10,4.5446734153707386e-10,1.1557916657819122e-08,1.1557916657819122e-08,1.1557916657819122e-08,1.916639422713322e-09,1.916639422713322e-09,1.916639422713322e-09,1.3288178385350686e-13,9.339243719181543e-14,5.714049030572463e-14
2007-05-04 00:00:00,1.307687417515396e-10,1.307687417515396e-10,3.690167511878827e-07,3.690167511878827e-07,4.812534129882521e-07,4.812534129882521e-07,1.2602489222224325e-09,1.2602489222224325e-09,1.2602489222224325e-09,1.2602489222224325e-09,8.857325278268791e-10,8.857325278268791e-10,8.857325278268791e-10,8.857325278268791e-10,5.419195862273966e-10,5.419195862273966e-10,5.419195862273966e-10,5.419195862273966e-10,1.1778221967096414e-08,1.1778221967096414e-08,1.1778221967096414e-08,1.9443069955858794e-09,1.9443069955858794e-09,1.9443069955858794e-09,1.5845196066124015e-13,1.1136375773137504e-13,6.813592096316298e-14
2007-05-05 00:00:00,3.7337380442500225e-09,3.7337380442500225e-09,3.4137668628502166e-07,3.4137668628502166e-07,4.60253271980394e-07,4.60253271980394e-07,3.3761239261086794e-10,3.3761239261086794e-10,3.3761239261086794e-10,3.3761239261086794e-10,2.372819152311291e-10,2.372819152311291e-10,2.372819152311291e-10,2.372819152311291e-10,1.4517669079714625e-10,1.4517669079714625e-10,1.4517669079714625e-10,1.4517669079714625e-10,1.0896010472461325e-08,1.0896010472461325e-08,1.0896010472461325e-08,1.8594645405135336e-09,1.8594645405135336e-09,1.8594645405135336e-09,4.2448237494530906e-14,2.9833617815378404e-14,1.8253164826002808e-14
2007-05-06 00:00:00,4.6515479070604074e-09,4.6515479070604074e-09,3.404643328610963e-07,3.404643328610963e-07,4.6297758143833536e-07,4.6297758143833536e-07,1.2412332071371e-10,1.2412332071371e-10,1.2412332071371e-10,1.2412332071371e-10,8.723678368567292e-11,8.723678368567292e-11,8.723678368567292e-11,8.723678368567292e-11,5.337426393805078e-11,5.337426393805078e-11,5.337426393805078e-11,5.337426393805078e-11,1.0866890111109593e-08,1.0866890111109593e-08,1.0866890111109593e-08,1.870470995313149e-09,1.870470995313149e-09,1.870470995313149e-09,1.560611017717654e-14,1.09683405976646e-14,6.710782783230165e-15
2007-05-07 00:00:00,4.710676006459611e-09,4.710676006459611e-09,3.4481381530152186e-07,3.4481381530152186e-07,4.688301602486337e-07,4.688301602486337e-07,1.2570111292214437e-10,1.2570111292214437e-10,1.2570111292214437e-10,1.2570111292214437e-10,8.83456930896165e-11,8.83456930896165e-11,8.83456930896165e-11,8.83456930896165e-11,5.4052730299473835e-11,5.4052730299473835e-11,5.4052730299473835e-11,5.4052730299473835e-11,1.1005716246943289e-08,1.1005716246943289e-08,1.1005716246943289e-08,1.8941159391534925e-09,1.8941159391534925e-09,1.8941159391534925e-09,1.5804487072831075e-14,1.1107764536977077e-14,6.7960868238165305e-15
2007-05-08 00:00:00,4.6861605472992136e-09,4.6861605472992136e-09,3.4302061114156086e-07,3.4302061114156086e-07,4.66388317286945e-07,4.66388317286945e-07,1.2504693494513357e-10,1.2504693494513357e-10,1.2504693494513357e-10,1.2504693494513357e-10,8.788592145005443e-11,8.788592145005443e-11,8.788592145005443e-11,8.788592145005443e-11,5.377142725499623e-11,5.377142725499623e-11,5.377142725499623e-11,5.377142725499623e-11,1.0948481022362424e-08,1.0948481022362424e-08,1.0948481022362424e-08,1.8842506743586862e-09,1.8842506743586862e-09,1.8842506743586862e-09,1.5722236827462075e-14,1.1049957133645502e-14,6.7607183992525356e-15
2007-05-09 00:00:00,4.6189251437814845e-09,4.6189251437814845e-09,3.3810203184817395e-07,3.3810203184817395e-07,4.596924490045538e-07,4.596924490045538e-07,1.2325280496498655e-10,1.2325280496498655e-10,1.2325280496498655e-10,1.2325280496498655e-10,8.662496478145984e-11,8.662496478145984e-11,8.662496478145984e-11,8.662496478145984e-11,5.299993349742585e-11,5.299993349742585e-11,5.299993349742585e-11,5.299993349742585e-11,1.0791490537529986e-08,1.0791490537529986e-08,1.0791490537529986e-08,1.8571987653402402e-09,1.8571987653402402e-09,1.8571987653402402e-09,1.5496659635510172e-14,1.0891416187547905e-14,6.663717960395324e-15
2007-05-10 00:00:00,4.581604363964743e-09,4.581604363964743e-09,3.354599967995069e-07,3.354599967995069e-07,4.558434118451127e-07,4.558434118451127e-07,1.2225692591245704e-10,1.2225692591245704e-10,1.2225692591245704e-10,1.2225692591245704e-10,8.592503760433415e-11,8.592503760433415e-11,8.592503760433415e-11,8.592503760433415e-11,5.2571695587785265e-11,5.2571695587785265e-11,5.2571695587785265e-11,5.2571695587785265e-11,1.0707162454460923e-08,1.0707162454460923e-08,1.0707162454460923e-08,1.8416483096480864e-09,1.8416483096480864e-09,1.8416483096480864e-09,1.5371447079742623e-14,1.0803413863895781e-14,6.609875314537421e-15
2007-05-11 00:00:00,4.550860514882596e-09,4.550860514882596e-09,3.331942756125104e-07,3.331942756125104e-07,4.528066203449502e-07,4.528066203449502e-07,1.2143654768227586e-10,1.2143654768227586e-10,1.2143654768227586e-10,1.2143654768227586e-10,8.534845652516838e-11,8.534845652516838e-11,8.534845652516838e-11,8.534845652516838e-11,5.221892477940741e-11,5.221892477940741e-11,5.221892477940741e-11,5.221892477940741e-11,1.0634845501449728e-08,1.0634845501449728e-08,1.0634845501449728e-08,1.8293793993431414e-09,1.8293793993431414e-09,1.8293793993431414e-09,1.5268300362642675e-14,1.0730919929671372e-14,6.5655211990401906e-15
2007-05-12 00:00:00,4.542646485687639e-09,4.542646485687639e-09,3.32627618814233e-07,3.32627618814233e-07,4.519373257637233e-07,4.519373257637233e-07,1.2121736202612685e-10,1.2121736202612685e-10,1.2121736202612685e-10,1.2121736202612685e-10,8.519440770047916e-11,8.519440770047916e-11,8.519440770047916e-11,8.519440770047916e-11,5.2124672764592915e-11,5.2124672764592915e-11,5.2124672764592915e-11,5.2124672764592915e-11,1.061675903375472e-08,1.061675903375472e-08,1.061675903375472e-08,1.825867371189389e-09,1.825867371189389e-09,1.825867371189389e-09,1.524074199988336e-14,1.0711551265370885e-14,6.553670828625038e-15
2007-05-13 00:00:00,4.574867232887967e-09,4.574867232887967e-09,3.3498775588944465e-07,3.3498775588944465e-07,4.5514144110805633e-07,4.5514144110805633e-07,1.220771502553981e-10,1.220771502553981e-10,1.220771502553981e-10,1.220771502553981e-10,8.57986870521847e-11,8.57986870521847e-11,8.57986870521847e-11,8.57986870521847e-11,5.249439026502781e-11,5.249439026502781e-11,5.249439026502781e-11,5.249439026502781e-11,1.0692089539091222e-08,1.0692089539091222e-08,1.0692089539091222e-08,1.8388122848471808e-09,1.8388122848471808e-09,1.8388122848471808e-09,1.5348843763177253e-14,1.0787527722383817e-14,6.600155663328457e-15
2007-05-14 00:00:00,4.587666142037155e-09,4.587666142037155e-09,3.3593308642222786e-07,3.3593308642222786e-07,4.5640260105951767e-07,4.5640260105951767e-07,1.224186802443076e-10,1.224186802443076e-10,1.224186802443076e-10,1.224186802443076e-10,8.6038722346063e-11,8.6038722346063e-11,8.6038722346063e-11,8.6038722346063e-11,5.264125156124516e-11,5.264125156124516e-11,5.264125156124516e-11,5.264125156124516e-11,1.0722262458915462e-08,1.0722262458915462e-08,1.0722262458915462e-08,1.8439074842785018e-09,1.8439074842785018e-09,1.8439074842785018e-09,1.53917845627392e-14,1.0817707524383442e-14,6.6186206347484285e-15
2007-05-15 00:00:00,4.552215040299949e-09,4.552215040299949e-09,3.333323784730383e-07,3.333323784730383e-07,4.528830869681239e-07,4.528830869681239e-07,1.2147269225095538e-10,1.2147269225095538e-10,1.2147269225095538e-10,1.2147269225095538e-10,8.537385977655722e-11,8.537385977655722e-11,8.537385977655722e-11,8.537385977655722e-11,5.223446730387045e-11,5.223446730387045e-11,5.223446730387045e-11,5.223446730387045e-11,1.063925344808183e-08,1.063925344808183e-08,1.063925344808183e-08,1.8296883313659659e-09,1.8296883313659659e-09,1.8296883313659659e-09,1.527284484403323e-14,1.073411389787776e-14,6.567475371292481e-15
2007-05-16 00:00:00,4.559811845960833e-09,4.559811845960833e-09,3.338701505410461e-07,3.338701505410461e-07,4.5366660583832426e-07,4.5366660583832426e-07,1.2167540772638116e-10,1.2167540772638116e-10,1.2167540772638116e-10,1.2167540772638116e-10,8.551633297158433e-11,8.551633297158433e-11,8.551633297158433e-11,8.551633297158433e-11,5.232163697696239e-11,5.232163697696239e-11,5.232163697696239e-11,5.232163697696239e-11,1.0656417977237514e-08,1.0656417977237514e-08,1.0656417977237514e-08,1.8328538179461957e-09,1.8328538179461957e-09,1.8328538179461957e-09,1.5298332399682924e-14,1.0752027150327858e-14,6.578435274029212e-15
2007-05-17 00:00:00,4.561838138103252e-09,4.561838138103252e-09,3.340319688719218e-07,3.340319688719218e-07,4.538479677547008e-07,4.538479677547008e-07,1.2172947792290035e-10,1.2172947792290035e-10,1.2172947792290035e-10,1.2172947792290035e-10,8.555433477503646e-11,8.555433477503646e-11,8.555433477503646e-11,8.555433477503646e-11,5.2344887699901563e-11,5.2344887699901563e-11,5.2344887699901563e-11,5.2344887699901563e-11,1.066158287073697e-08,1.066158287073697e-08,1.066158287073697e-08,1.8335865363710984e-09,1.8335865363710984e-09,1.8335865363710984e-09,1.5305130682546512e-14,1.0756805143119185e-14,6.581358603358472e-15
2007-05-18 00:00:00,4.569265526821196e-09,4.569265526821196e-09,3.3460407566054197e-07,3.3460407566054197e-07,4.545445167984113e-07,4.545445167984113e-07,1.2192767262503464e-10,1.2192767262503464e-10,1.2192767262503464e-10,1.2192767262503464e-10,8.569363066446573e-11,8.569363066446573e-11,8.569363066446573e-11,8.569363066446573e-11,5.243011339545988e-11,5.243011339545988e-11,5.243011339545988e-11,5.243011339545988e-11,1.0679843290415912e-08,1.0679843290415912e-08,1.0679843290415912e-08,1.8364006570441247e-09,1.8364006570441247e-09,1.8364006570441247e-09,1.533004983827207e-14,1.0774318910758966e-14,6.59207408846764e-15
2007-05-19 00:00:00,4.586860100979842e-09,4.586860100979842e-09,3.358959455206533e-07,3.358959455206533e-07,4.562896511357336e-07,4.562896511357336e-07,1.223971715993008e-10,1.223971715993008e-10,1.223971715993008e-10,1.223971715993008e-10,8.602360556542066e-11,8.602360556542066e-11,8.602360556542066e-11,8.602360556542066e-11,5.2632002629707206e-11,5.2632002629707206e-11,5.2632002629707206e-11,5.2632002629707206e-11,1.0721077001124198e-08,1.0721077001124198e-08,1.0721077001124198e-08,1.8434511564457276e-09,1.8434511564457276e-09,1.8434511564457276e-09,1.5389080266062285e-14,1.0815806881193524e-14,6.6174577602477296e-15
2007-05-20 00:00:00,4.587161394163145e-09,4.587161394163145e-09,3.3592148118739347e-07,3.3592148118739347e-07,4.563145264984733e-07,4.563145264984733e-07,1.2240521139834552e-10,1.2240521139834552e-10,1.2240521139834552e-10,1.2240521139834552e-10,8.602925612492959e-11,8.602925612492959e-11,8.602925612492959e-11,8.602925612492959e-11,5.263545982335748e-11,5.263545982335748e-11,5.263545982335748e-11,5.263545982335748e-11,1.0721892044750197e-08,1.0721892044750197e-08,1.0721892044750197e-08,1.8435516551445158e-09,1.8435516551445158e-09,1.8435516551445158e-09,1.539009111550597e-14,1.0816517329912983e-14,6.617892435574641e-15
2007-05-21 00:00:00,4.610301006312989e-09,4.610301006312989e-09,3.375836165888671e-07,3.375836165888671e-07,4.5866475401793184e-07,4.5866475401793184e-07,1.2302267585479165e-10,1.2302267585479165e-10,1.2302267585479165e-10,1.2302267585479165e-10,8.646322464036131e-11,8.646322464036131e-11,8.646322464036131e-11,8.646322464036131e-11,5.2900975688395726e-11,5.2900975688395726e-11,5.2900975688395726e-11,5.2900975688395726e-11,1.0774943836125271e-08,1.0774943836125271e-08,1.0774943836125271e-08,1.853046785327443e-09,1.853046785327443e-09,1.853046785327443e-09,1.546772534477394e-14,1.0871080488764292e-14,6.651275927248479e-15
2007-05-22 00:00:00,4.625426486625737e-09,4.625426486625737e-09,3.3872885504865965e-07,3.3872885504865965e-07,4.6011294905836265e-07,4.6011294905836265e-07,1.2342628877705312e-10,1.2342628877705312e-10,1.2342628877705312e-10,1.2342628877705312e-10,8.674689327724288e-11,8.674689327724288e-11,8.674689327724288e-11,8.674689327724288e-11,5.307453326418185e-11,5.307453326418185e-11,5.307453326418185e-11,5.307453326418185e-11,1.0811497387532542e-08,1.0811497387532542e-08,1.0811497387532542e-08,1.8588976233102813e-09,1.8588976233102813e-09,1.8588976233102813e-09,1.5518471874092713e-14,1.0906746340882377e-14,6.673097440194043e-15
2007-05-23 00:00:00,4.664105664520121e-09,4.664105664520121e-09,3.4155829242217217e-07,3.4155829242217217e-07,4.639652480676487e-07,4.639652480676487e-07,1.244584157375086e-10,1.244584157375086e-10,1.244584157375086e-10,1.244584157375086e-10,8.747229633500568e-11,8.747229633500568e-11,8.747229633500568e-11,8.747229633500568e-11,5.351835813519047e-11,5.351835813519047e-11,5.351835813519047e-11,5.351835813519047e-11,1.0901806950228414e-08,1.0901806950228414e-08,1.0901806950228414e-08,1.8744612571686588e-09,1.8744612571686588e-09,1.8744612571686588e-09,1.5648241904165115e-14,1.0997951764466076e-14,6.72889984538677e-15
2007-05-24 00:00:00,4.6377075090351765e-09,4.6377075090351765e-09,3.396220225669684e-07,3.396220225669684e-07,4.613439388429318e-07,4.613439388429318e-07,1.237539993185065e-10,1.237539993185065e-10,1.237539993185065e-10,1.237539993185065e-10,8.69772159390271e-11,8.69772159390271e-11,8.69772159390271e-11,8.69772159390271e-11,5.3215452060377725e-11,5.3215452060377725e-11,5.3215452060377725e-11,5.3215452060377725e-11,1.0840005375992626e-08,1.0840005375992626e-08,1.0840005375992626e-08,1.863870932558669e-09,1.863870932558669e-09,1.863870932558669e-09,1.555967514505531e-14,1.0935704966992585e-14,6.690815257013825e-15
2007-05-25 00:00:00,4.600744573544219e-09,4.600744573544219e-09,3.369012662280403e-07,3.369012662280403e-07,4.5768793785449224e-07,4.5768793785449224e-07,1.2276766909292712e-10,1.2276766909292712e-10,1.2276766909292712e-10,1.2276766909292712e-10,8.628399990164784e-11,8.628399990164784e-11,8.628399990164784e-11,8.628399990164784e-11,5.2791320241413766e-11,5.2791320241413766e-11,5.2791320241413766e-11,5.2791320241413766e-11,1.075316467844943e-08,1.075316467844943e-08,1.075316467844943e-08,1.8491003603282229e-09,1.8491003603282229e-09,1.8491003603282229e-09,1.543566316984419e-14,1.0848546439540046e-14,6.637488872750674e-15
2007-05-26 00:00:00,4.242925103493425e-09,4.242925103493425e-09,3.3975292135154627e-07,3.3975292135154627e-07,4.598024282606382e-07,4.598024282606382e-07,2.1463249714250076e-10,2.1463249714250076e-10,2.1463249714250076e-10,2.1463249714250076e-10,1.5084875765064846e-10,1.5084875765064846e-10,1.5084875765064846e-10,1.5084875765064846e-10,9.229411110092396e-11,9.229411110092396e-11,9.229411110092396e-11,9.229411110092396e-11,1.084418338399638e-08,1.084418338399638e-08,1.084418338399638e-08,1.8576430914088006e-09,1.8576430914088006e-09,1.8576430914088006e-09,2.6985890957060255e-14,1.8966317678658385e-14,1.1604201839457384e-14
2007-05-27 00:00:00,3.576552550168815e-09,3.576552550168815e-09,3.43625014009366e-07,3.43625014009366e-07,4.6163044174385634e-07,4.6163044174385634e-07,3.8038973558326384e-10,3.8038973558326384e-10,3.8038973558326384e-10,3.8038973558326384e-10,2.6734683610234884e-10,2.6734683610234884e-10,2.6734683610234884e-10,2.6734683610234884e-10,1.6357137425589276e-10,1.6357137425589276e-10,1.6357137425589276e-10,1.6357137425589276e-10,1.0967772263509723e-08,1.0967772263509723e-08,1.0967772263509723e-08,1.865028430000744e-09,1.865028430000744e-09,1.865028430000744e-09,4.7826662142497503e-14,3.361370092052311e-14,2.0565940983463263e-14
2007-05-28 00:00:00,4.037902899450421e-09,4.037902899450421e-09,3.4188028739898955e-07,3.4188028739898955e-07,4.613431328853428e-07,4.613431328853428e-07,2.6860299525917697e-10,2.6860299525917697e-10,2.6860299525917697e-10,2.6860299525917697e-10,1.8878049072498338e-10,1.8878049072498338e-10,1.8878049072498338e-10,1.8878049072498338e-10,1.1550196273415356e-10,1.1550196273415356e-10,1.1550196273415356e-10,1.1550196273415356e-10,1.091208433817093e-08,1.091208433817093e-08,1.091208433817093e-08,1.86386767641765e-09,1.86386767641765e-09,1.86386767641765e-09,3.3771638672178507e-14,2.3735500473362146e-14,1.452214093004234e-14
2007-05-29 00:00:00,4.583684821888263e-09,4.583684821888263e-09,3.3576707563215474e-07,3.3576707563215474e-07,4.558182643589349e-07,4.558182643589349e-07,1.223124414851722e-10,1.223124414851722e-10,1.223124414851722e-10,1.223124414851722e-10,8.596405525210813e-11,8.596405525210813e-11,8.596405525210813e-11,8.596405525210813e-11,5.259556783688184e-11,5.259556783688184e-11,5.259556783688184e-11,5.259556783688184e-11,1.0716963751124774e-08,1.0716963751124774e-08,1.0716963751124774e-08,1.841546711546178e-09,1.841546711546178e-09,1.841546711546178e-09,1.5378427090745865e-14,1.0808319579489858e-14,6.6128767887763924e-15
