new_datetime,air_conc_mass,aerosol_conc_mass,fw_conc_mass,fwSusSed_conc_mass,sw_conc_mass,swSusSed_conc_mass,urban_conc_mass,urban_air_conc_mass,urban_water_conc_mass,urban_solid_conc_mass,natural_conc_mass,natural_air_conc_mass,natural_water_conc_mass,natural_solid_conc_mass,agricultural_conc_mass,agricultural_air_conc_mass,agricultural_water_conc_mass,agricultural_solid_conc_mass,fw_sed_conc_mass,fw_sed_water_conc_mass,fw_sed_solid_conc_mass,sw_sed_conc_mass,sw_sed_water_conc_mass,sw_sed_solid_conc_mass,deep_urban_conc_mass,deep_natural_conc_mass,deep_agricultural_conc_mass 
2007-11-30 00:00:00,5.609907537869638e-13,0.00014107324982210476,5.358278958910046e-09,1.2421997998350065e-05,7.212891679058161e-09,1.685104010444528e-05,5.5823539128653025e-09,1.4986511757799013e-14,1.9306367053428465e-12,1.1218234865533358e-08,5.973629428214346e-09,1.0532872282988326e-14,1.356896799660075e-12,1.500586743156878e-08,5.481956192968189e-09,6.44434929288122e-15,8.301930087508199e-13,9.181071276054965e-09,3.157753127019584e-07,1.6922043997740665e-10,1.5859339634682553e-06,8.674037417409692e-08,2.9056643156085995e-11,4.357101754541407e-07,6.268300991372878e-14,4.405509089805439e-14,2.6954318465935718e-14
2007-12-01 00:00:00,5.597211177948156e-13,0.00014106988264935152,5.345887661470616e-09,1.2421087121623169e-05,7.196961868587543e-09,1.685156144595398e-05,5.5697199123923224e-09,1.4986154055866718e-14,1.9305906244074545e-12,1.1217967105806933e-08,5.960109891796648e-09,1.0532620881672988e-14,1.356864412896897e-12,1.500550926765027e-08,5.469549412922374e-09,6.444195477488305e-15,8.301731934897232e-13,9.180852139875109e-09,3.1504506594666165e-07,1.6920803142923982e-10,1.5858176705548357e-06,8.654880638378114e-08,2.905754211746088e-11,4.357236555597494e-07,6.268151377946277e-14,4.405403937976934e-14,2.695367511330268e-14
2007-12-02 00:00:00,2.4638050227396993e-13,6.172913856230362e-05,5.734373265814766e-09,1.32448488485773e-05,7.513434702253692e-09,1.7488426287263233e-05,3.618288555494145e-08,9.677903848885188e-14,1.2467555294655601e-11,7.244447549733763e-08,3.871899799304706e-08,6.801858021050233e-14,8.76249054629831e-12,9.690403245189119e-08,3.553214229041245e-08,4.161595028454797e-14,5.361172929735269e-12,5.9288996983025153e-08,3.3793938782365036e-07,1.8042984308065376e-10,1.6909884893518876e-06,9.035462702127098e-08,3.0155703080694154e-11,4.521907988356251e-07,4.0479075631998725e-13,2.844964463083869e-13,1.74064056160236e-13
2007-12-03 00:00:00,2.28057054415821e-13,5.6437386542372046e-05,5.829254060910515e-09,1.3298833086414092e-05,7.625441161796525e-09,1.753140378628917e-05,3.869570794317505e-08,1.0223048115080681e-13,1.3169837151190028e-11,7.652518254419083e-08,4.1407947851929e-08,7.184998209003075e-14,9.25607072166418e-12,1.0236251586805531e-07,3.7999771979970393e-08,4.396012491514336e-14,5.6631611214307614e-12,6.262867231545793e-08,3.435309243917401e-07,1.8116525106250992e-10,1.697880732957843e-06,9.170158780246077e-08,3.0229810188931854e-11,4.533020497450709e-07,4.2759211529837777e-13,3.0052177667740867e-13,1.8386886757892095e-13
2007-12-04 00:00:00,1.0847053859031078e-14,2.6859824978342213e-06,6.0234866188950386e-09,1.3750436953609668e-05,7.832483263961998e-09,1.8018523136112746e-05,5.947070977860581e-08,1.5721309877924514e-13,2.0252970402265102e-11,1.176827199382177e-07,6.363910056500327e-08,1.1049305651749684e-13,1.4234263052386945e-11,1.574161457258251e-07,5.8401138813448196e-08,6.760319801720746e-14,8.70897895386897e-12,9.631224989167877e-08,3.5497748161744677e-07,1.8731728917364825e-10,1.7555376341354314e-06,9.419142269957507e-08,3.106976149368925e-11,4.6589728755016904e-07,6.575639740995162e-13,4.621513978047711e-13,2.827590569437978e-13
2007-12-05 00:00:00,3.531035245810854e-13,8.739021475869538e-05,5.6817498470960606e-09,1.2963433087276246e-05,7.519915490871782e-09,1.7290280875910572e-05,2.6593781442571032e-08,7.026435656557788e-14,9.051802584561225e-12,5.259676616995484e-08,2.845777926525315e-08,4.9383439302774546e-14,6.361819354286441e-12,7.035510576627956e-08,2.6115496643371375e-08,3.0214373021960486e-14,3.892365250022972e-12,4.304551160539405e-08,3.3483817255867936e-07,1.7659621672277918e-10,1.6550597431258867e-06,9.043256331294007e-08,2.981403630671436e-11,4.470674372264432e-07,2.9388969430393595e-13,2.0655257643787152e-13,1.26375495130616e-13
2007-12-06 00:00:00,1.2031369622852062e-14,3.002109809632984e-06,5.994029054796222e-09,1.37881981347098e-05,7.76248328696861e-09,1.7994530374351833e-05,5.895768866270536e-08,1.5705297884932317e-13,2.0232342959471187e-11,1.1756286129402163e-07,6.309012103359527e-08,1.1038052047181215e-13,1.4219765601346682e-11,1.572558189946689e-07,5.789734429820748e-08,6.753434485285236e-14,8.700108948057658e-12,9.621415685221171e-08,3.532414817588965e-07,1.8783169625056778e-10,1.760358657260321e-06,9.334962103850019e-08,3.1028390212599495e-11,4.6527691691597193e-07,6.568942519308892e-13,4.616807013424316e-13,2.824710697421357e-13
2007-12-07 00:00:00,7.392387736942621e-15,1.8546424051587318e-06,5.667148541342939e-09,1.3107419856096384e-05,7.879652473391956e-09,1.8365842070238758e-05,5.8034695391454876e-08,1.5543806497145134e-13,2.0024301751552045e-11,1.1635400872963834e-07,6.210243378673715e-08,1.0924552108712901e-13,1.4073549356497678e-11,1.5563881939153353e-07,5.699095090961587e-08,6.683991580391029e-14,8.610649156959427e-12,9.5224824600848e-08,3.3397768509145234e-07,1.7855769702360563e-10,1.6734427365052318e-06,9.475866744100525e-08,3.166865166709699e-11,4.7487776547845267e-07,6.501396672581835e-13,4.569334206655092e-13,2.795665310701114e-13
2007-12-08 00:00:00,1.1637059633163754e-13,2.93349644424693e-05,5.789022809918164e-09,1.3453173231324958e-05,7.607189046551624e-09,1.7815370131462593e-05,4.817932131489727e-08,1.296573701779384e-13,1.6703104900543988e-11,9.705572945929693e-08,5.1556281835656794e-08,9.112624356509575e-14,1.1739334242021395e-11,1.2982482780914495e-07,4.73128241200386e-08,5.5753960316229695e-14,7.18250143824997e-12,7.94309961055489e-08,3.411600071700123e-07,1.832677717062471e-10,1.717585556430948e-06,9.148209257415889e-08,3.071946000929311e-11,4.6064444673135213e-07,5.423086006670128e-13,3.8114721565004544e-13,2.331980986444796e-13
2007-12-09 00:00:00,4.82992026159509e-13,0.0001215292957042661,5.4403796934122985e-09,1.2619652565899265e-05,7.276994578230294e-09,1.7010669461507546e-05,1.3071813038447727e-08,3.5113253521801855e-14,4.5234633107948606e-12,2.6284216852237047e-08,1.3988035919153575e-08,2.4678418885092576e-14,3.1791962065215887e-12,3.515860368007399e-08,1.2836718624072298e-08,1.5099048675301328e-14,1.9451342686949748e-12,2.1511162072126978e-08,3.2061369183625096e-07,1.7191301752319777e-10,1.6111688002274095e-06,8.751125909892934e-08,2.933189579548658e-11,4.398376438324803e-07,1.4686569190892408e-13,1.0322065605589582e-13,6.315371002256414e-14
2007-12-10 00:00:00,5.610367487957506e-13,0.00014106514771856636,5.358077924139286e-09,1.2419800265497105e-05,7.214435871953341e-09,1.6852298012891173e-05,5.582811603862059e-09,1.4985651054085905e-14,1.930525825225591e-12,1.1217590581088832e-08,5.974119199456002e-09,1.0532267360213091e-14,1.3568188705106748e-12,1.5005005616222732e-08,5.482405652467409e-09,6.44397918171362e-15,8.301453291962462e-13,9.18054398976812e-09,3.1576346527518426e-07,1.6919050104806686e-10,1.5856533758224828e-06,8.675894423940282e-08,2.905881219708338e-11,4.3574270065770474e-07,6.267940990992175e-14,4.405256073086602e-14,2.6952770428449538e-14
2007-12-11 00:00:00,5.618734748425012e-13,0.0001410822500779483,5.3674246015713204e-09,1.2424444118416564e-05,7.22318012251746e-09,1.6849640001208467e-05,5.59113776768837e-09,1.498746787414419e-14,1.9307598769881505e-12,1.1218950571622424e-08,5.9830289565286155e-09,1.0533544264001266e-14,1.3569833675839416e-12,1.5006824782776105e-08,5.490582071602379e-09,6.444760432430743e-15,8.302459737848554e-13,9.181657014247763e-09,3.1631428579264135e-07,1.692537625970002e-10,1.586246263059086e-06,8.686410034038879e-08,2.905422892527996e-11,4.3567397358035807e-07,6.268700899312179e-14,4.4057901544933195e-14,2.695603810989792e-14
2007-12-12 00:00:00,5.59575997006924e-13,0.00014107140121417903,5.344618747687314e-09,1.242149305929259e-05,7.194919247242321e-09,1.685132913391054e-05,5.568275832266835e-09,1.498631537624227e-14,1.9306114064976027e-12,1.121808786305123e-08,5.9585645939404115e-09,1.0532734261420045e-14,1.3568790190377288e-12,1.500567079637748e-08,5.4681313043411905e-09,6.444264846856239e-15,8.301821299954374e-13,9.180950968334345e-09,3.1497028603135933e-07,1.692135613730566e-10,1.5858694971882867e-06,8.652424234654559e-08,2.9057141536362907e-11,4.3571764876606907e-07,6.268218852264946e-14,4.405451360512107e-14,2.6953965259592137e-14
2007-12-13 00:00:00,5.599999598612444e-13,0.0001410796583423665,5.349318654242932e-09,1.2423731015547116e-05,7.199401764834055e-09,1.6850048213039382e-05,5.572494637448113e-09,1.4987192548553986e-14,1.9307244081813355e-12,1.1218744475154794e-08,5.9630791014718485e-09,1.0533350758712994e-14,1.3569584392738551e-12,1.500654910159199e-08,5.472274235002954e-09,6.444642039685235e-15,8.302307218447231e-13,9.181488343651917e-09,3.1524726199204566e-07,1.6924404825142277e-10,1.5861552202123344e-06,8.657814794646993e-08,2.9054932814501607e-11,4.3568452854001453e-07,6.26858574084849e-14,4.405709218421606e-14,2.695554291703646e-14
2007-12-14 00:00:00,5.59788609889953e-13,0.0001410808233914742,5.347392018744815e-09,1.2424047954675565e-05,7.196547723199637e-09,1.684986680267976e-05,5.570391518401571e-09,1.4987316314201773e-14,1.9307403522853632e-12,1.1218837120603422e-08,5.96082857167321e-09,1.0533437744115755e-14,1.3569696451644661e-12,1.5006673027088026e-08,5.470208940207659e-09,6.444695260146254e-15,8.30237577968228e-13,9.181564165247513e-09,3.15133721071249e-07,1.6924836579991776e-10,1.5861956842768292e-06,8.654382597820906e-08,2.9054620004369307e-11,4.356798378895186e-07,6.268637507420008e-14,4.4057456011833274e-14,2.6955765518448943e-14
2007-12-15 00:00:00,5.598716213628384e-13,0.0001410793240945557,5.34806701604143e-09,1.2423641872032662e-05,7.19779068005391e-09,1.6850099227378816e-05,5.57121755593846e-09,1.4987157040697232e-14,1.9307198338832808e-12,1.1218717895555546e-08,5.961712507413611e-09,1.0533325802957691e-14,1.3569552243497968e-12,1.5006513547875426e-08,5.471020121594875e-09,6.444626770953241e-15,8.302287548510084e-13,9.181466590747106e-09,3.1517350016525393e-07,1.692428338811791e-10,1.5861438391344102e-06,8.655877345661561e-08,2.9055020779722e-11,4.356858475960873e-07,6.26857088923143e-14,4.4056987803564834e-14,2.6955479053604168e-14
2007-12-16 00:00:00,8.760566078335609e-14,2.2010984540385054e-05,5.8960705266517565e-09,1.3656742983950666e-05,7.628992613363666e-09,1.780749486334662e-05,5.134573040251319e-08,1.3772280505277513e-13,1.7742134186715847e-11,1.0309315459069858e-07,5.4944629260916897e-08,9.679482053726582e-14,1.2469588416335008e-11,1.3790067951271218e-07,5.0422285859345856e-08,5.922217762873305e-14,7.62929437805065e-12,8.4372061355087e-08,3.474685675276944e-07,1.8604092970466172e-10,1.7435755931920897e-06,9.174429664261833e-08,3.070588050001735e-11,4.6044081927386017e-07,5.760433177505146e-13,4.048567667641238e-13,2.477043629237225e-13
2007-12-17 00:00:00,1.3570630885362103e-14,3.400623095078667e-06,5.985912846159776e-09,1.3828211666558117e-05,7.718253308864942e-09,1.796825175896183e-05,5.862057727367869e-08,1.5682047940685412e-13,2.020239122921822e-11,1.1738882257214455e-07,6.272938100429778e-08,1.1021711440554606e-13,1.4198714822185559e-11,1.570230192699572e-07,5.756629580224311e-08,6.743436777734038e-14,8.687229405786868e-12,9.607172250942073e-08,3.527631755079936e-07,1.8837678629689703e-10,1.7654672411745188e-06,9.281772273458371e-08,3.0983077380555277e-11,4.6459744193690245e-07,6.559217931564358e-13,4.609972344865443e-13,2.8205290278528797e-13
2007-12-18 00:00:00,4.463127937736756e-15,1.117454371693362e-06,5.772933997252307e-09,1.3324908092071718e-05,7.851112465195626e-09,1.8262069678169788e-05,5.875448475648346e-08,1.570455768407299e-13,2.0231389396046e-11,1.1755732048024072e-07,6.287267426237968e-08,1.1037531816640512e-13,1.4219095414585847e-11,1.5724840742608828e-07,5.769779498092372e-08,6.753116191544737e-14,8.699698906289155e-12,9.620962221669552e-08,3.402118576075272e-07,1.8152046154719865e-10,1.7012097656203458e-06,9.441545266667711e-08,3.148971450077892e-11,4.721945668820801e-07,6.568632920794157e-13,4.616589420320081e-13,2.824577566976999e-13
2007-12-19 00:00:00,1.671278792926301e-14,4.19225633049192e-06,5.858449231350275e-09,1.3547487685890831e-05,7.76883007556589e-09,1.8104347771887776e-05,5.784537788312634e-08,1.5490370796370878e-13,1.99554632339852e-11,1.1595401288592376e-07,6.189984673176357e-08,1.0886996243765585e-13,1.4025168030315851e-11,1.5510377224054177e-07,5.6805038245636064e-08,6.661013696940602e-14,8.581047908905556e-12,9.489746558267018e-08,3.4525146080757413e-07,1.84552583819402e-10,1.7296268155554358e-06,9.342594588049532e-08,3.1217750923437174e-11,4.681164186471252e-07,6.479046504540649e-13,4.553625983868784e-13,2.786054515878427e-13
2007-12-20 00:00:00,5.564365989486586e-15,1.3997927418088796e-06,5.7160519138903565e-09,1.3256271238708278e-05,7.82773048658544e-09,1.8294150533519323e-05,5.8269578941004804e-08,1.5648912205884414e-13,2.0159704133715812e-11,1.1714078322753445e-07,6.235378067475174e-08,1.0998422868250231e-13,1.4168713329354877e-11,1.566912339608024e-07,5.7221610117036265e-08,6.729188081800992e-14,8.66887352963891e-12,9.586872560933551e-08,3.3685966975047466e-07,1.8058544621984407e-10,1.6924468019723787e-06,9.41342670252142e-08,3.154503227109196e-11,4.7302406791147804e-07,6.545358484972666e-13,4.600231600439897e-13,2.8145693278048415e-13
2007-12-21 00:00:00,4.788902492200822e-13,0.00012137960086367599,5.380560876083711e-09,1.2572291080105278e-05,7.235463099921026e-09,1.7037441513557776e-05,1.2960801555082384e-08,3.507000244511221e-14,4.517891492779293e-12,2.6251841023603067e-08,1.3869243475275616e-08,2.4648021013043614e-14,3.175280202017639e-12,3.511529674290498e-08,1.2727703664034963e-08,1.508045028162667e-14,1.942738331463616e-12,2.1484665498122867e-08,3.1708843570601803e-07,1.7126782892591202e-10,1.6051220926936475e-06,8.701181225724051e-08,2.937805947192188e-11,4.405298773933629e-07,1.4668478872660053e-13,1.0309351305252084e-13,6.307591985271488e-14
2007-12-22 00:00:00,5.542456484489457e-13,0.00014103196243973884,5.290629395127212e-09,1.2410799657727898e-05,7.130964589851648e-09,1.6857449652566027e-05,5.515234152116674e-09,1.4982125711244788e-14,1.9300716730921275e-12,1.1214951666536039e-08,5.901805143283455e-09,1.0529789666504282e-14,1.3564996817297136e-12,1.500147572026163e-08,5.4160435701123574e-09,6.442463249186262e-15,8.299500392563694e-13,9.178384286134618e-09,3.1178857324298466e-07,1.690678889846153e-10,1.5845042555638149e-06,8.575514013912584e-08,2.9067695290042232e-11,4.3587590441324125e-07,6.266466471078337e-14,4.404219745875696e-14,2.694642984598602e-14
2007-12-23 00:00:00,5.176740654620054e-13,0.0001301637324389461,5.4056896447242305e-09,1.253031130403158e-05,7.2524088367973395e-09,1.69412011104038e-05,9.765450805590037e-09,2.6213203934149183e-14,3.3769148216608386e-12,1.9622036339335335e-08,1.0449925823873457e-08,1.8423255099548923e-14,2.373375012272215e-12,2.6247059325717933e-08,9.589820773895142e-09,1.1271938725118975e-14,1.4521070009347e-12,1.605879323905681e-08,3.1856933000736466e-07,1.7069595343709865e-10,1.5997624756124885e-06,8.721559731636939e-08,2.921210989051263e-11,4.380414302302149e-07,1.096400916123649e-13,7.70576302685784e-14,4.714633119917858e-14
2007-12-24 00:00:00,4.4057269901387273e-13,0.00011029641332188526,5.519326482390911e-09,1.273817057603849e-05,7.352246590271592e-09,1.7099846318236703e-05,1.7473807068584175e-08,4.6700934281878424e-14,6.01624576522804e-12,3.4958238293264655e-08,1.8698572279208503e-08,3.2822512952773896e-14,4.228358759685306e-12,4.676125038900941e-08,1.7159543513282742e-08,2.0081866793298102e-14,2.5870455893627516e-12,2.861003369093909e-08,3.2526620193654774e-07,1.7352754602526888e-10,1.62630016134882e-06,8.841622037829629e-08,2.948566553834519e-11,4.4214345188059375e-07,1.9533265471519612e-13,1.3728437531445805e-13,8.399498666762182e-14
2007-12-25 00:00:00,5.58818238764626e-13,0.00014107156389820262,5.337396358474153e-09,1.242154254076739e-05,7.185155764791048e-09,1.6851300782803024e-05,5.5607354679019265e-09,1.4986332658512548e-14,1.9306136328852968e-12,1.1218100799788623e-08,5.950495714185962e-09,1.0532746407805307e-14,1.3568805837952655e-12,1.5005688100968493e-08,5.460726552193141e-09,6.444272278404556e-15,8.301830873643162e-13,9.180961555838479e-09,3.1454465454973423e-07,1.6921423544150654e-10,1.5858758145577999e-06,8.640682922587935e-08,2.9057092649884144e-11,4.357169157035428e-07,6.268226080796415e-14,4.4054564408937173e-14,2.6953996342997266e-14
2007-12-26 00:00:00,2.8637095889692537e-13,7.240205461422048e-05,5.634496003071974e-09,1.3132704114498927e-05,7.4094358366067145e-09,1.740345172173548e-05,3.177779287010785e-08,8.577088106461414e-14,1.104942990798143e-11,6.420425940051321e-08,3.400514578896365e-08,6.028178874799362e-14,7.765798732986301e-12,8.588165755614618e-08,3.120627447530154e-08,3.688233297190721e-14,4.7513648916456374e-12,5.254515428211343e-08,3.3205339828927277e-07,1.7890213544099624e-10,1.6766708133530167e-06,8.910396349805584e-08,3.000917944698494e-11,4.499936476434286e-07,3.587477242851115e-13,2.5213632249955526e-13,1.5426509388459866e-13
2007-12-27 00:00:00,4.4428380385173114e-14,1.132096794812678e-05,5.860660094560087e-09,1.3767236743190267e-05,7.558670315479121e-09,1.78935625931397e-05,5.467817429830116e-08,1.487412095193726e-13,1.9161579648162632e-11,1.1134104116679972e-07,5.851064912179931e-08,1.0453881386170198e-13,1.3467208009186959e-11,1.4893331468527822e-07,5.36947962980216e-08,6.396020127162949e-14,8.239670061437934e-12,9.112218162263965e-08,3.453817519004368e-07,1.8754614670403381e-10,1.7576824869102048e-06,9.089861883367557e-08,3.085428910247463e-11,4.6266623594942753e-07,6.221292093559298e-13,4.3724701328529104e-13,2.6752175524149145e-13
2007-12-28 00:00:00,2.055079251396584e-14,5.229036762536749e-06,5.893839449014902e-09,1.3825109803120573e-05,7.591517814495977e-09,1.7945273033072187e-05,5.706154451655019e-08,1.5499970362080696e-13,1.9967829870207324e-11,1.1602587095702146e-07,6.106107331494296e-08,1.0893743043903445e-13,1.4033859592568814e-11,1.5519989187983476e-07,5.603530199364846e-08,6.665141605789158e-14,8.58636568562914e-12,9.495627466274521e-08,3.473370851536257e-07,1.883345307196766e-10,1.7650712219048088e-06,9.12936343811401e-08,3.094345462527024e-11,4.640032907968522e-07,6.483061646171209e-13,4.556447919665199e-13,2.787781066762709e-13
2007-12-29 00:00:00,2.8662579410844285e-14,7.240328706842097e-06,5.923806816882535e-09,1.3794979739017446e-05,7.641962710613536e-09,1.7933962648070662e-05,5.669421074326889e-08,1.5288889805551397e-13,1.969590543788732e-11,1.1444581597360557e-07,6.06679925693828e-08,1.0745390673500236e-13,1.3842744717904265e-11,1.5308636012551454e-07,5.567457465805534e-08,6.574374864522456e-14,8.469435471883664e-12,9.366314810614255e-08,3.4910312888367823e-07,1.879240796227793e-10,1.7612244742246878e-06,9.190027168544264e-08,3.092395186348755e-11,4.637108429833685e-07,6.394774492820558e-13,4.4943976356832024e-13,2.749816711650541e-13
2007-12-30 00:00:00,1.948300738748549e-13,4.917075374981201e-05,5.7478231336118666e-09,1.3373079731464985e-05,7.50231894549885e-09,1.759036001893906e-05,4.072192326507071e-08,1.0971686154880832e-13,1.4134269770343001e-11,8.212915329834588e-08,4.357618362911247e-08,7.711158598214269e-14,9.93389660718419e-12,1.0985856522298569e-07,3.998954615149931e-08,4.717934303633114e-14,6.077876751573019e-12,6.721499588057596e-08,3.387320184877123e-07,1.8217668657747515e-10,1.7073599066040971e-06,9.022095179876036e-08,3.033146980182916e-11,4.5482645597238864e-07,4.589048626734742e-13,3.2252911062286333e-13,1.973336607653579e-13
2007-12-31 00:00:00,5.149859200781616e-13,0.00013017808935495442,5.378844488342958e-09,1.2534548447521062e-05,7.21292772314338e-09,1.693879267006787e-05,9.714741385791744e-09,2.6216095221607983e-14,3.3772872916381004e-12,1.962420062828401e-08,1.0395662105176469e-08,1.842528716425011e-14,2.3736367929162463e-12,2.6249954347389055e-08,9.540023354698123e-09,1.1273182007517958e-14,1.4522671667340118e-12,1.6060564506224765e-08,3.1698728515381455e-07,1.707536745287969e-10,1.6003034376838845e-06,8.674080763096518e-08,2.9207956960428176e-11,4.3797915621301266e-07,1.0965218479344481e-13,7.706612964013786e-14,4.7151531387467905e-14
2008-01-01 00:00:00,4.79714110399754e-13,0.00012082320392917516,5.436895455367445e-09,1.2623971471456423e-05,7.272941192360599e-09,1.7017911669452068e-05,1.3325162036281105e-08,3.582899101157055e-14,4.615668160827309e-12,2.6819986042029596e-08,1.4259142526274662e-08,2.5181455995376558e-14,3.2439999397024236e-12,3.5875265573171516e-08,1.3085511181716155e-08,1.5406822923279953e-14,1.9847832723930904e-12,2.194963881806429e-08,3.204083579283715e-07,1.7197185243032788e-10,1.6117202009770326e-06,8.746251412636442e-08,2.934438370428045e-11,4.4002490252242624e-07,1.4985935587101654e-13,1.0532467336696185e-13,6.4441015337438e-14
2008-01-02 00:00:00,5.616503091851321e-13,0.00014100889559885276,5.359486906252695e-09,1.2404546472310573e-05,7.228950078570342e-09,1.6861028744802996e-05,5.588917072120357e-09,1.4979675271614378e-14,1.9297559953165952e-12,1.121311737662642e-08,5.980652609094674e-09,1.0528067440006123e-14,1.3562778159782972e-12,1.4999022115791344e-08,5.4884013148800724e-09,6.441409535743487e-15,8.298142946693426e-13,9.176883092176472e-09,3.158464997291322e-07,1.689827040741267e-10,1.5837059025827153e-06,8.693348834304636e-08,2.907386680261996e-11,4.359684474786468e-07,6.265441543235696e-14,4.403499402526938e-14,2.6942022554199432e-14
2008-01-03 00:00:00,9.811934708180891e-15,2.4557003464601746e-06,5.908264510356722e-09,1.3631944821925276e-05,7.777408973549812e-09,1.8083562564484044e-05,5.874626246894407e-08,1.5696223989210677e-13,2.0220653517375673e-11,1.1749493815420377e-07,6.286387566243793e-08,1.1031674700251538e-13,1.4211549987023535e-11,1.5716496284449374e-07,5.768972056987766e-08,6.749532619766259e-14,8.695082371552068e-12,9.615856814369946e-08,3.481871861451732e-07,1.8570311320452017e-10,1.740409576952763e-06,9.352911349401805e-08,3.1181910503456436e-11,4.675789843814299e-07,6.565147245901192e-13,4.614139606176473e-13,2.823078692062361e-13
2008-01-04 00:00:00,1.2146200975211142e-15,3.029633759277529e-07,3.0261803156454464e-09,6.958596239609929e-06,9.32170870736403e-09,2.1600983768592098e-05,4.962270999727926e-08,1.3213697834617837e-13,1.7022540311654968e-11,9.891185363651482e-08,5.31008397845101e-08,9.286897039639686e-14,1.196384094793612e-11,1.3230763848958762e-07,4.873025369361123e-08,5.682021652073332e-14,7.319861845994151e-12,8.095005936037547e-08,1.7833954573724433e-07,9.47944700561314e-11,8.884137733660635e-07,1.1210046361382121e-07,3.724708227469072e-11,5.585274481254423e-07,5.52679880248538e-13,3.8843639441351053e-13,2.3765785214266733e-13
2008-01-05 00:00:00,3.4306833884792274e-15,8.625644587763346e-07,4.259881149480717e-09,9.873828273368047e-06,8.592073934700255e-09,2.006953265821917e-05,5.3409449712102756e-08,1.43358433760735e-13,1.8468143802369675e-11,1.0731173510380134e-07,5.715299773625259e-08,1.0075567269383213e-13,1.2979845017836942e-11,1.4354358685845803e-07,5.244888951549884e-08,6.164555409325174e-14,7.941485742450641e-12,8.782457316633193e-08,2.5104428350331315e-07,1.3450763435178676e-10,1.2606055491449457e-06,1.0332606410702697e-07,3.460636525370639e-11,5.189293682523782e-07,5.99615058518496e-13,4.214235395401605e-13,2.5784044618346246e-13
2008-01-06 00:00:00,1.3023805721537465e-14,3.2951357513064694e-06,4.936750168231865e-09,1.1514728940621958e-05,8.159488653575844e-09,1.9179031795390513e-05,5.4638550528702923e-08,1.4758043838240627e-13,1.901204335848111e-11,1.1047213962052468e-07,5.846824806306611e-08,1.0372299665666867e-13,1.3362110394322188e-11,1.477710443663933e-07,5.365588515542327e-08,6.34610581236709e-14,8.175367967779096e-12,9.041106734095032e-08,2.9093368226240444e-07,1.5686103779854374e-10,1.4701016462479521e-06,9.812390513715347e-08,3.3070853757619386e-11,4.959040662662542e-07,6.172741350156205e-13,4.338347530624088e-13,2.6543402492789287e-13
2008-01-07 00:00:00,3.902108976986761e-14,9.856695068759246e-06,5.559263585830643e-09,1.2945724503859976e-05,7.816334053989507e-09,1.8342704658595754e-05,5.4464109267115336e-08,1.4687117078806067e-13,1.892067199243649e-11,1.099412135061312e-07,5.8281579953164865e-08,1.0322450674077373e-13,1.3297892453254667e-11,1.470608607248452e-07,5.348458119132573e-08,6.315606599515201e-14,8.136077370495658e-12,8.997655419721665e-08,3.2761978438789093e-07,1.763549790187097e-10,1.6527988633633474e-06,9.399721646746202e-08,3.162875528625051e-11,4.7427951126838356e-07,6.143075322219635e-13,4.317497549758004e-13,2.641583561849237e-13
2008-01-08 00:00:00,1.1861940246694384e-14,2.9896563305395804e-06,5.532261676031234e-09,1.2854210785683605e-05,7.893635387010936e-09,1.8482934832081696e-05,5.697208290153199e-08,1.5329283557183204e-13,1.9747942670318195e-11,1.1474818559785773e-07,6.096534120183982e-08,1.0773780350420687e-13,1.387931770646975e-11,1.534908193431407e-07,5.594744933110917e-08,6.591744579968733e-14,8.49181200002037e-12,9.391060923574525e-08,3.2602850170629777e-07,1.7510832033660144e-10,1.641115178194629e-06,9.492682235214526e-08,3.187055745902096e-11,4.779053832095111e-07,6.411669698155259e-13,4.5062719826200485e-13,2.7570818181884313e-13
2008-01-09 00:00:00,4.7397439505134774e-14,1.1911757863864079e-05,5.748870030479365e-09,1.3319276462212356e-05,7.760749688038709e-09,1.8119782744319794e-05,5.454693620330998e-08,1.4634758570206596e-13,1.8853221167205904e-11,1.095492810430133e-07,5.837021235290593e-08,1.0285651885078392e-13,1.3250486429823881e-11,1.465365994079651e-07,5.3565918498652364e-08,6.293091919426704e-14,8.107072843965138e-12,8.96557942984967e-08,3.387937144517031e-07,1.8144374386597563e-10,1.7004907675119238e-06,9.332877322509351e-08,3.124436580793696e-11,4.6851551416317634e-07,6.121175703638281e-13,4.3021059837090523e-13,2.6321665077808903e-13
2008-01-10 00:00:00,2.6552561397116045e-14,6.658250546879792e-06,5.845016517887266e-09,1.351190620655733e-05,7.765170272369665e-09,1.8089769339533448e-05,5.6900018372118414e-08,1.5232119657244333e-13,1.962277131978119e-11,1.140208599415734e-07,6.088822556203004e-08,1.0705491280548204e-13,1.3791344342820981e-11,1.5251792543348352e-07,5.58766808704421e-08,6.54996313542819e-14,8.43798707282192e-12,9.331536151885469e-08,3.4445984108662554e-07,1.8406787004077635e-10,1.725084078022156e-06,9.338193403160455e-08,3.1192612991056194e-11,4.6773947032348587e-07,6.371029649279607e-13,4.4777092022146055e-13,2.7396061924746506e-13
