new_datetime,air_conc_mass,aerosol_conc_mass,fw_conc_mass,fwSusSed_conc_mass,sw_conc_mass,swSusSed_conc_mass,urban_conc_mass,urban_air_conc_mass,urban_water_conc_mass,urban_solid_conc_mass,natural_conc_mass,natural_air_conc_mass,natural_water_conc_mass,natural_solid_conc_mass,agricultural_conc_mass,agricultural_air_conc_mass,agricultural_water_conc_mass,agricultural_solid_conc_mass,fw_sed_conc_mass,fw_sed_water_conc_mass,fw_sed_solid_conc_mass,sw_sed_conc_mass,sw_sed_water_conc_mass,sw_sed_solid_conc_mass,deep_urban_conc_mass,deep_natural_conc_mass,deep_agricultural_conc_mass
2005-01-11 00:00:00,5.776118365839765e-15,1.4455650600178939e-06,4.137427843739661e-09,9.545730268372731e-06,8.702312737286838e-09,2.0233200218987068e-05,5.2945319579994383e-08,1.4145664604030117e-13,1.8223146084543235e-11,1.0588814156469029e-07,5.665633603064239e-08,9.941905163801772e-14,1.280765487024329e-11,1.4163934290382572e-07,5.199310668772241e-08,6.082776643529258e-14,7.836134284076037e-12,8.665949560222551e-08,2.438278374749721e-07,1.3003807246903725e-10,1.218716815179817e-06,1.0465176750177328e-07,3.4888581062343953e-11,5.231612507460601e-07,5.916605871604947e-13,4.158329503325744e-13,2.5441994428818303e-13
2005-01-12 00:00:00,2.0411745957339972e-13,5.121258958760177e-05,5.07877646964574e-09,1.1747159035839937e-05,7.899427558954439e-09,1.8412829737111215e-05,3.7756394945104576e-08,1.0113030728776542e-13,1.302810730260527e-11,7.57016414168103e-08,4.0402797004246884e-08,7.107675407167838e-14,9.156459656864281e-12,1.0126092108687583e-07,3.7077352372170026e-08,4.3487039198405576e-14,5.6022158751807745e-12,6.195468127498918e-08,2.9930360851760484e-07,1.6002734993142298e-10,1.4997763235572964e-06,9.499647751737095e-08,3.174967360168307e-11,4.76092705591958e-07,4.229904968378335e-13,2.972876511968922e-13,1.8189012581755766e-13
2005-01-13 00:00:00,4.657551302800227e-13,0.00011756239558335493,5.08260576088832e-09,1.1826993866771732e-05,7.453539431448865e-09,1.7478399732879465e-05,1.3298408148721933e-08,3.5834773368292653e-14,4.616413072672807e-12,2.6824314456595516e-08,1.42305134188162e-08,2.518551997142602e-14,3.2445234812348048e-12,3.588105539803645e-08,1.3059238458438442e-08,1.5409309394251686e-14,1.9851035919045535e-12,2.1953181218728778e-08,2.9952927717890935e-07,1.611149113058166e-10,1.5099689487581133e-06,8.963434194948025e-08,3.013841405811702e-11,4.519315464842763e-07,1.498835413205458e-13,1.0534167146866261e-13,6.445141532157646e-14
2005-01-14 00:00:00,5.077319725231548e-13,0.00012812132143007207,5.18405971827588e-09,1.2059632128514063e-05,7.3431916511807654e-09,1.7214725196496114e-05,9.774664009338734e-09,2.6331946216186504e-14,3.3922117908209985e-12,1.9710921520216125e-08,1.0459784794820193e-08,1.8506709962928905e-14,2.384126081305802e-12,2.6365954968117615e-08,9.598868279684919e-09,1.1322999088841309e-14,1.4586848500021584e-12,1.6131537408779867e-08,3.0550818484022753e-07,1.6428405921687287e-10,1.539670202980533e-06,8.830732801725578e-08,2.968375387895001e-11,4.4511382616563126e-07,1.101367464552272e-13,7.740669095148705e-14,4.7359897727342786e-14
2005-01-15 00:00:00,5.109544250562264e-13,0.00012850525329678101,5.250346693585086e-09,1.2173175034085621e-05,7.340105110893733e-09,1.715020559683743e-05,9.836701447399381e-09,2.6410853248614956e-14,3.402376985736138e-12,1.976998780839783e-08,1.0526170529482415e-08,1.8562167677721403e-14,2.3912704189277386e-12,2.6444963912105103e-08,9.659789984593074e-09,1.1356929898548853e-14,1.4630559850415913e-12,1.6179877616335554e-08,3.0941462392577107e-07,1.6583081364717343e-10,1.5541663855013095e-06,8.827021008019073e-08,2.9572501222008016e-11,4.4344557032425447e-07,1.1046678525117336e-13,7.763864996518641e-14,4.750181769615558e-14
2005-01-16 00:00:00,2.6616598802651295e-13,6.642059009232731e-05,5.590849472265574e-09,1.2861900278718088e-05,7.602609745777505e-09,1.762549016305316e-05,3.4005428378301176e-08,9.059258366268021e-14,1.1670585529017054e-11,6.781357109832765e-08,3.638891959384745e-08,6.367059452700042e-14,8.202361485544362e-12,9.070958757417569e-08,3.339384632410041e-08,3.8955713104022387e-14,5.0184679942143185e-12,5.549903680929638e-08,3.2948121102178686e-07,1.7521307155252274e-10,1.642096906590243e-06,9.14270230846564e-08,3.0392045532182805e-11,4.557348011641876e-07,3.7891511457847584e-13,2.663104378423495e-13,1.6293727253942594e-13
2005-01-17 00:00:00,5.630589607727854e-13,0.00014008670975995032,5.299278277440284e-09,1.2154495969780945e-05,7.356707681014436e-09,1.7004148717302194e-05,5.602934400657622e-09,1.4881709506063397e-14,1.917135559961363e-12,1.1139784570133891e-08,5.995652433104788e-09,1.0459214800157048e-14,1.3474078777364514e-12,1.4900929823572303e-08,5.502166544061732e-09,6.399283281004688e-15,8.243873817911659e-13,9.116867079733232e-09,3.1229827113999166e-07,1.6557635542874333e-10,1.5517816030781824e-06,8.84698683044647e-08,2.9320651923517094e-11,4.3966903972352355e-07,6.224466103770666e-14,4.3747009017417334e-14,2.6765824084128816e-14
2005-01-18 00:00:00,5.622513159931721e-13,0.00014018830811602534,5.29982910388781e-09,1.2182049137942956e-05,7.334023103948943e-09,1.698837824191344e-05,5.5948976211470074e-09,1.4892502515792823e-14,1.918525968955898e-12,1.1147863736253898e-08,5.987052343726355e-09,1.0466800380768884e-14,1.3483850898187043e-12,1.4911736772901454e-08,5.494274304712986e-09,6.403924382666097e-15,8.249852715046332e-13,9.123479118158875e-09,3.1233073256931355e-07,1.659517023930373e-10,1.5552993548275452e-06,8.819706943402624e-08,2.929345852341048e-11,4.3926126925024474e-07,6.228980418687981e-14,4.377873668242549e-14,2.6785236087812782e-14
2005-01-19 00:00:00,5.625303191468802e-13,0.00014024034445907793,5.306630808235923e-09,1.2196158964134182e-05,7.331452886372114e-09,1.6980302280585362e-05,5.597673949163629e-09,1.489803044733175e-14,1.9192381044885788e-12,1.1152001699465512e-08,5.9900232687163065e-09,1.047068554082679e-14,1.3488855953889895e-12,1.4917271843983017e-08,5.497000700925408e-09,6.406301448275476e-15,8.252914968751959e-13,9.126865652282913e-09,3.1273157215491593e-07,1.6614391551337437e-10,1.5571007761913445e-06,8.816616066064616e-08,2.9279532954128224e-11,4.3905245255374356e-07,6.231292547040845e-14,4.379498686327892e-14,2.6795178469973922e-14
2005-01-20 00:00:00,5.638561750221998e-13,0.00014033736527617265,5.32692528070704e-09,1.2222463536232717e-05,7.33714094795261e-09,1.6965246497852984e-05,5.6108673871722275e-09,1.4908337175346982e-14,1.920565868263084e-12,1.1159716856764202e-08,6.004141454481246e-09,1.047792935123406e-14,1.3498187789399613e-12,1.4927591883545872e-08,5.509956857114484e-09,6.410733443957347e-15,8.258624485202235e-13,9.13317978368721e-09,3.139275706163308e-07,1.665022532996566e-10,1.5604591179243816e-06,8.82345638215102e-08,2.9253571915309336e-11,4.3866316158444645e-07,6.235603468386638e-14,4.3825285030518275e-14,2.6813715861046252e-14
2005-01-21 00:00:00,5.641993297249891e-13,0.0001404319597105598,5.337754303767383e-09,1.2248111670210485e-05,7.330312517021627e-09,1.6950566428691286e-05,5.614282079811817e-09,1.491838614355997e-14,1.9218604261426195e-12,1.116723906656135e-08,6.007795488023109e-09,1.0484992002001217e-14,1.3507286246084165e-12,1.4937653830399493e-08,5.513310137066789e-09,6.415054600357458e-15,8.264191212997474e-13,9.139336005689053e-09,3.1456574906305946e-07,1.6685164866398472e-10,1.5637336512788648e-06,8.815244687308924e-08,2.922825872820075e-11,4.382835852811159e-07,6.239806578385128e-14,4.385482547429925e-14,2.6831789652589208e-14
2005-01-22 00:00:00,5.622833059070516e-13,0.0001405019956483413,5.3252205649721855e-09,1.2267104677081803e-05,7.297094350394498e-09,1.6939695494895665e-05,5.595215949069013e-09,1.4925826210378834e-14,1.9228188924170163e-12,1.1172808369034013e-08,5.9873929837274e-09,1.0490221055622664e-14,1.3514022572067773e-12,1.494510350635946e-08,5.494586907559508e-09,6.418253903178424e-15,8.268312713422312e-13,9.143893956522882e-09,3.1382710792143017e-07,1.6711038360981918e-10,1.5661585151912254e-06,8.775297377258772e-08,2.9209513722425735e-11,4.380025001705183e-07,6.242918481873425e-14,4.387669666255766e-14,2.6845171147475008e-14
2005-01-23 00:00:00,5.635894999525738e-13,0.0001405505179251636,5.341470842348099e-09,1.2280260694386047e-05,7.308270484709847e-09,1.6932165465056055e-05,5.6082137344901815e-09,1.4930980835178576e-14,1.9234829367257576e-12,1.1176666891456158e-08,6.001301803323123e-09,1.0493843846940611e-14,1.3518689631358997e-12,1.4950264788561392e-08,5.507350929940858e-09,6.420470443172527e-15,8.271168170076026e-13,9.147051794614397e-09,3.147847729588841e-07,1.6728960333251364e-10,1.567838162432318e-06,8.788737508006167e-08,2.919652951559647e-11,4.378077993922722e-07,6.245074469888822e-14,4.3891849452464284e-14,2.685444211063645e-14
2005-01-24 00:00:00,5.638616789512059e-13,0.0001405870620530547,5.346971618162413e-09,1.2290168052675282e-05,7.307451206614439e-09,1.692649485589748e-05,5.61092215613128e-09,1.4934862995708717e-14,1.9239830558820133e-12,1.1179572903830263e-08,6.004200062278362e-09,1.0496572320497823e-14,1.3522204586195884e-12,1.495415196305568e-08,5.5100106410627886e-09,6.422139810859392e-15,8.273318732250242e-13,9.149430092720612e-09,3.1510894592863584e-07,1.6742456773429025e-10,1.5691030488057684e-06,8.787752265308645e-08,2.918675155140098e-11,4.376611768635679e-07,6.246698233383158e-14,4.390326164349311e-14,2.686142445535792e-14
2005-01-25 00:00:00,4.997738784727931e-14,1.2420495581330972e-05,5.9395578226945035e-09,1.3608073722650701e-05,7.779653944164782e-09,1.7961970747864976e-05,5.541024228566497e-08,1.4701093675784174e-13,1.8938677337227732e-11,1.1004583608278897e-07,5.929402884673787e-08,1.0332273754544687e-13,1.3310547032262929e-11,1.4720080720791444e-07,5.4413698162655065e-08,6.321616675395992e-14,8.143819848054728e-12,9.006217794684332e-08,3.5003137073591976e-07,1.853779257489656e-10,1.7373619201193055e-06,9.3556110931359e-08,3.0972246886000064e-11,4.6443503650494814e-07,6.148921213385627e-13,4.321606179306145e-13,2.644097353264522e-13
2005-01-26 00:00:00,1.0115040132490106e-14,2.5001696849980174e-06,5.873486513122868e-09,1.3383663783354771e-05,7.931317970479245e-09,1.821275185119861e-05,5.9087144597727756e-08,1.5591543194482893e-13,2.0085798530496727e-11,1.167113443732455e-07,6.322865072826845e-08,1.0958102580256661e-13,1.4116770736423018e-11,1.5611680290327272e-07,5.8024471989462773e-08,6.704518835612579e-14,8.637093384296079e-12,9.551727025319498e-08,3.4613764131260965e-07,1.823208693343691e-10,1.7087111874017074e-06,9.537998337761546e-08,3.1404674616554967e-11,4.709193768101651e-07,6.521363159252184e-13,4.583367122215266e-13,2.804251098797428e-13
2005-01-27 00:00:00,2.2826410218316124e-14,5.669475379809421e-06,5.926264035167409e-09,1.3569486713910589e-05,7.832420666180764e-09,1.8072972793872046e-05,5.790264484183984e-08,1.5353163747348454e-13,1.9778706314592925e-11,1.1492694205982624e-07,6.196112761706303e-08,1.0790563908674211e-13,1.3900939117865666e-11,1.537299296669117e-07,5.686127526748603e-08,6.602013299540867e-14,8.505040673405631e-12,9.405690460556593e-08,3.4924793822978243e-07,1.8485226871719977e-10,1.7324354624175964e-06,9.419066991481025e-08,3.116365031394468e-11,4.6730516918766313e-07,6.421657894348353e-13,4.513291921384958e-13,2.7613768420148155e-13
